ItemSkinID,IndexID,IsEntitlement,FromItemIDs,NeedsOneClasses,RequiredClasses,ExcludedClasses,ToItemID,Outfit,IsTemporarySkin
Skin_Chest_Rank1_LBScore_Starstone,772,1,,EquippableChest,,,Skin_Chest_Rank1_LBScore_Starstone,,false
Skin_Chest_LBClear_Depths,773,1,,EquippableChest,,,Skin_Chest_LBClear_Depths,,false
Skin_Chest_Rank1_LBClear_Depths,774,1,,EquippableChest,,,Skin_Chest_Rank1_LBClear_Depths,,false
Skin_Chest_LBScore_Depths,775,1,,EquippableChest,,,Skin_Chest_LBScore_Depths,,false
Skin_Chest_Rank1_LBScore_Depths,776,1,,EquippableChest,,,Skin_Chest_Rank1_LBScore_Depths,,false
Skin_Chest_LB_Darkness,777,1,,EquippableChest,,,Skin_Chest_LB_Darkness,,false
Skin_Chest_Rank1_LB_Darkness,778,1,,EquippableChest,,,Skin_Chest_Rank1_LB_Darkness,,false
Skin_Chest_LB_EternalPools,779,1,,EquippableChest,,,Skin_Chest_LB_EternalPools,,false
Skin_Chest_Rank1_LB_EternalPools,780,1,,EquippableChest,,,Skin_Chest_Rank1_LB_EternalPools,,false
Skin_Chest_LB_MonoeciousCleft,781,1,,EquippableChest,,,Skin_Chest_LB_MonoeciousCleft,,false
Skin_Chest_Rank1_LB_MonoeciousCleft,782,1,,EquippableChest,,,Skin_Chest_Rank1_LB_MonoeciousCleft,,false
Skin_Chest_LB_Sandworm,783,1,,EquippableChest,,,Skin_Chest_LB_Sandworm,,false
Skin_Chest_Rank1_LB_Sandworm,784,1,,EquippableChest,,,Skin_Chest_Rank1_LB_Sandworm,,false
Skin_Chest_LB_SirenQueen,785,1,,EquippableChest,,,Skin_Chest_LB_SirenQueen,,false
Skin_Chest_Rank1_LB_SirenQueen,786,1,,EquippableChest,,,Skin_Chest_Rank1_LB_SirenQueen,,false
Skin_Chest_LB_Fishing,787,1,,EquippableChest,,,Skin_Chest_LB_Fishing,,false
Skin_Chest_Rank1_LB_Fishing,788,1,,EquippableChest,,,Skin_Chest_Rank1_LB_Fishing,,false
Skin_Chest_LB_Invasion,789,1,,EquippableChest,,,Skin_Chest_LB_Invasion,,false
Skin_Chest_Rank1_LB_Invasion,790,1,,EquippableChest,,,Skin_Chest_Rank1_LB_Invasion,,false
Skin_Chest_LB_OpenWorld,791,1,,EquippableChest,,,Skin_Chest_LB_OpenWorld,,false
Skin_Chest_Rank1_LB_OpenWorld,792,1,,EquippableChest,,,Skin_Chest_Rank1_LB_OpenWorld,,false
Skin_Chest_LB_Territory,793,1,,EquippableChest,,,Skin_Chest_LB_Territory,,false
Skin_Chest_Rank1_LB_Territory,794,1,,EquippableChest,,,Skin_Chest_Rank1_LB_Territory,,false
Skin_Chest_LB_War,795,1,,EquippableChest,,,Skin_Chest_LB_War,,false
Skin_Chest_Rank1_LB_War,796,1,,EquippableChest,,,Skin_Chest_Rank1_LB_War,,false
Skin_Chest_WinterConv2022_1,797,1,,EquippableChest,,,Skin_Chest_WinterConv2022_1,WintConv2022_1,false
Skin_Head_WinterConv2022_1,798,1,,EquippableHead,,,Skin_Head_WinterConv2022_1,WintConv2022_1,false
Skin_Legs_WinterConv2022_1,799,1,,EquippableLegs,,,Skin_Legs_WinterConv2022_1,WintConv2022_1,false
Skin_Feet_WinterConv2022_1,800,1,,EquippableFeet,,,Skin_Feet_WinterConv2022_1,WintConv2022_1,false
Skin_Hands_WinterConv2022_1,801,1,,EquippableHands,,,Skin_Hands_WinterConv2022_1,WintConv2022_1,false
Skin_Chest_WinterConv2022Deluxe,802,1,,EquippableChest,,,Skin_Chest_WinterConv2022Deluxe,WintConv2022_Deluxe,false
Skin_Head_WinterConv2022Deluxe,803,1,,EquippableHead,,,Skin_Head_WinterConv2022Deluxe,WintConv2022_Deluxe,false
Skin_Legs_WinterConv2022Deluxe,804,1,,EquippableLegs,,,Skin_Legs_WinterConv2022Deluxe,WintConv2022_Deluxe,false
Skin_Feet_WinterConv2022Deluxe,805,1,,EquippableFeet,,,Skin_Feet_WinterConv2022Deluxe,WintConv2022_Deluxe,false
Skin_Hands_WinterConv2022Deluxe,806,1,,EquippableHands,,,Skin_Hands_WinterConv2022Deluxe,WintConv2022_Deluxe,false
Skin_Chest_DecPrime2022_1,807,1,,EquippableChest,,,Skin_Chest_DecPrime2022_1,WintConv2022_Prime,false
Skin_Head_DecPrime2022_1,808,1,,EquippableHead,,,Skin_Head_DecPrime2022_1,WintConv2022_Prime,false
Skin_Legs_DecPrime2022_1,809,1,,EquippableLegs,,,Skin_Legs_DecPrime2022_1,WintConv2022_Prime,false
Skin_Feet_DecPrime2022_1,810,1,,EquippableFeet,,,Skin_Feet_DecPrime2022_1,WintConv2022_Prime,false
Skin_Hands_DecPrime2022_1,811,1,,EquippableHands,,,Skin_Hands_DecPrime2022_1,WintConv2022_Prime,false
Skin_GreatAxe_DecPrime2022,812,1,,EquippableTwoHand,2HAxe,,Skin_GreatAxe_DecPrime2022,,false
Skin_Longsword_DecPrime2022,813,1,,EquippableMainHand,Sword,,Skin_Longsword_DecPrime2022,,false
Skin_Musket_DecPrime2022,814,1,,EquippableTwoHand,Musket,,Skin_Musket_DecPrime2022,,false
Skin_WarHammer_WinterConv2022,815,1,,EquippableTwoHand,2HHammer,,Skin_WarHammer_WinterConv2022,,false
Skin_Firestaff_WinterConv2022,816,1,,EquippableMainHand,FireStaff,,Skin_Firestaff_WinterConv2022,,false
Skin_ShieldT_WinterConv2022,817,1,,EquippableOffHand,Shield,,Skin_ShieldT_WinterConv2022,,false
Skin_VoidGauntlet_WinterConv2022,818,1,,EquippableMainHand,VoidGauntlet,,Skin_VoidGauntlet_WinterConv2022,,false
Skin_Blunderbuss_WinterConv2022,819,1,,EquippableTwoHand,Blunderbuss,,Skin_Blunderbuss_WinterConv2022,,false
Skin_Greatsword_WinterConv2022,820,1,,EquippableTwoHand,GreatSword,,Skin_Greatsword_WinterConv2022,,false
Skin_Chest_LB_OPR,821,1,,EquippableChest,,,Skin_Chest_LB_OPR,,false
Skin_Chest_Rank1_LB_OPR,822,1,,EquippableChest,,,Skin_Chest_Rank1_LB_OPR,,false
Skin_Chest_Jan2023_1,823,1,,EquippableChest,,,Skin_Chest_Jan2023_1,WinterDragon1,false
Skin_Head_Jan2023_1,824,1,,EquippableHead,,,Skin_Head_Jan2023_1,WinterDragon1,false
Skin_Legs_Jan2023_1,825,1,,EquippableLegs,,,Skin_Legs_Jan2023_1,WinterDragon1,false
Skin_Feet_Jan2023_1,826,1,,EquippableFeet,,,Skin_Feet_Jan2023_1,WinterDragon1,false
Skin_Hands_Jan2023_1,827,1,,EquippableHands,,,Skin_Hands_Jan2023_1,WinterDragon1,false
Skin_Chest_Jan2023_2,828,1,,EquippableChest,,,Skin_Chest_Jan2023_2,WinterDragon2,false
Skin_Head_Jan2023_2,829,1,,EquippableHead,,,Skin_Head_Jan2023_2,WinterDragon2,false
Skin_Legs_Jan2023_2,830,1,,EquippableLegs,,,Skin_Legs_Jan2023_2,WinterDragon2,false
Skin_Feet_Jan2023_2,831,1,,EquippableFeet,,,Skin_Feet_Jan2023_2,WinterDragon2,false
Skin_Hands_Jan2023_2,832,1,,EquippableHands,,,Skin_Hands_Jan2023_2,WinterDragon2,false
Skin_Chest_Jan2023_Deluxe,833,1,,EquippableChest,,,Skin_Chest_Jan2023_Deluxe,WinterDragonDeluxe,false
Skin_Head_Jan2023_Deluxe,834,1,,EquippableHead,,,Skin_Head_Jan2023_Deluxe,WinterDragonDeluxe,false
Skin_Legs_Jan2023_Deluxe,835,1,,EquippableLegs,,,Skin_Legs_Jan2023_Deluxe,WinterDragonDeluxe,false
Skin_Feet_Jan2023_Deluxe,836,1,,EquippableFeet,,,Skin_Feet_Jan2023_Deluxe,WinterDragonDeluxe,false
Skin_Hands_Jan2023_Deluxe,837,1,,EquippableHands,,,Skin_Hands_Jan2023_Deluxe,WinterDragonDeluxe,false
Skin_GreatSword_Jan2023,838,1,,EquippableTwoHand,GreatSword,,Skin_GreatSword_Jan2023,,false
Skin_IceGauntlet_Jan2023,839,1,,EquippableMainHand,IceMagic,,Skin_IceGauntlet_Jan2023,,false
Skin_Musket_Jan2023,840,1,,EquippableTwoHand,Musket,,Skin_Musket_Jan2023,,false
Skin_GreatAxe_Jan2023,841,1,,EquippableTwoHand,2HAxe,,Skin_GreatAxe_Jan2023,,false
Skin_Chest_Beekeeper_Spring,842,1,,EquippableChest,,,Skin_Chest_Beekeeper_Spring,Beekeeper,false
Skin_Head_Beekeeper_Spring,843,1,,EquippableHead,,,Skin_Head_Beekeeper_Spring,Beekeeper,false
Skin_Legs_Beekeeper_Spring,844,1,,EquippableLegs,,,Skin_Legs_Beekeeper_Spring,Beekeeper,false
Skin_Feet_Beekeeper_Spring,845,1,,EquippableFeet,,,Skin_Feet_Beekeeper_Spring,Beekeeper,false
Skin_Hands_Beekeeper_Spring,846,1,,EquippableHands,,,Skin_Hands_Beekeeper_Spring,Beekeeper,false
Skin_Chest_Mar2023_FirelightNouveau,847,1,,EquippableChest,,,Skin_Chest_Mar2023_FirelightNouveau,Firelight1,false
Skin_Head_Mar2023_FirelightNouveau,848,1,,EquippableHead,,,Skin_Head_Mar2023_FirelightNouveau,Firelight1,false
Skin_Legs_Mar2023_FirelightNouveau,849,1,,EquippableLegs,,,Skin_Legs_Mar2023_FirelightNouveau,Firelight1,false
Skin_Feet_Mar2023_FirelightNouveau,850,1,,EquippableFeet,,,Skin_Feet_Mar2023_FirelightNouveau,Firelight1,false
Skin_Hands_Mar2023_FirelightNouveau,851,1,,EquippableHands,,,Skin_Hands_Mar2023_FirelightNouveau,Firelight1,false
Skin_Chest_Mar2023_FirelightBackScarf,852,1,,EquippableChest,,,Skin_Chest_Mar2023_FirelightBackScarf,Firelight2,false
Skin_Head_Mar2023_FirelightBackScarf,853,1,,EquippableHead,,,Skin_Head_Mar2023_FirelightBackScarf,Firelight2,false
Skin_Legs_Mar2023_FirelightBackScarf,854,1,,EquippableLegs,,,Skin_Legs_Mar2023_FirelightBackScarf,Firelight2,false
Skin_Feet_Mar2023_FirelightBackScarf,855,1,,EquippableFeet,,,Skin_Feet_Mar2023_FirelightBackScarf,Firelight2,false
Skin_Hands_Mar2023_FirelightBackScarf,856,1,,EquippableHands,,,Skin_Hands_Mar2023_FirelightBackScarf,Firelight2,false
Skin_Chest_Mar2023_FirelightSpades,857,1,,EquippableChest,,,Skin_Chest_Mar2023_FirelightSpades,Firelight3,false
Skin_Head_Mar2023_FirelightSpades,858,1,,EquippableHead,,,Skin_Head_Mar2023_FirelightSpades,Firelight3,false
Skin_Legs_Mar2023_FirelightSpades,859,1,,EquippableLegs,,,Skin_Legs_Mar2023_FirelightSpades,Firelight3,false
Skin_Feet_Mar2023_FirelightSpades,860,1,,EquippableFeet,,,Skin_Feet_Mar2023_FirelightSpades,Firelight3,false
Skin_Hands_Mar2023_FirelightSpades,861,1,,EquippableHands,,,Skin_Hands_Mar2023_FirelightSpades,Firelight3,false
Skin_Chest_Mar2023_FirelightDeluxe,862,1,,EquippableChest,,,Skin_Chest_Mar2023_FirelightDeluxe,FirelightDeluxe,false
Skin_Head_Mar2023_FirelightDeluxe,863,1,,EquippableHead,,,Skin_Head_Mar2023_FirelightDeluxe,FirelightDeluxe,false
Skin_Legs_Mar2023_FirelightDeluxe,864,1,,EquippableLegs,,,Skin_Legs_Mar2023_FirelightDeluxe,FirelightDeluxe,false
Skin_Feet_Mar2023_FirelightDeluxe,865,1,,EquippableFeet,,,Skin_Feet_Mar2023_FirelightDeluxe,FirelightDeluxe,false
Skin_Hands_Mar2023_FirelightDeluxe,866,1,,EquippableHands,,,Skin_Hands_Mar2023_FirelightDeluxe,FirelightDeluxe,false
Skin_Mar2023_Bow,867,1,,EquippableTwoHand,Bow,,Skin_Mar2023_Bow,,false
Skin_Mar2023_Greataxe,868,1,,EquippableTwoHand,2HAxe,,Skin_Mar2023_Greataxe,,false
Skin_Mar2023_ShieldK,869,1,,EquippableOffHand,Shield,,Skin_Mar2023_ShieldK,,false
Skin_Mar2023_Longsword,870,1,,EquippableMainHand,Sword,,Skin_Mar2023_Longsword,,false
Skin_Mar2023_Musket,871,1,,EquippableTwoHand,Musket,,Skin_Mar2023_Musket,,false
Skin_Mar2023_Rapier,872,1,,EquippableMainHand,Rapier,,Skin_Mar2023_Rapier,,false
Skin_Mar2023_ShieldR,873,1,,EquippableOffHand,Shield,,Skin_Mar2023_ShieldR,,false
Skin_Mar2023_Spear,874,1,,EquippableTwoHand,Spear,,Skin_Mar2023_Spear,,false
Skin_Mar2023_Hatchet,875,1,,EquippableMainHand,Hatchet,,Skin_Mar2023_Hatchet,,false
Skin_Mar2023_Warhammer,876,1,,EquippableTwoHand,2HHammer,,Skin_Mar2023_Warhammer,,false
Skin_Mar2023_FireStaff,877,1,,EquippableMainHand,FireStaff,,Skin_Mar2023_FireStaff,,false
Skin_Mar2023_LifeStaff,878,1,,EquippableMainHand,LifeStaff,,Skin_Mar2023_LifeStaff,,false
Skin_Mar2023_ShieldT,879,1,,EquippableOffHand,Shield,,Skin_Mar2023_ShieldT,,false
Skin_Mar2023_IceGauntlet,880,1,,EquippableMainHand,IceMagic,,Skin_Mar2023_IceGauntlet,,false
Skin_Mar2023_VoidGauntlet,881,1,,EquippableMainHand,VoidGauntlet,,Skin_Mar2023_VoidGauntlet,,false
Skin_Mar2023_Blunderbuss,882,1,,EquippableTwoHand,Blunderbuss,,Skin_Mar2023_Blunderbuss,,false
Skin_Mar2023_Greatsword,883,1,,EquippableTwoHand,GreatSword,,Skin_Mar2023_Greatsword,,false
Skin_Mar2023_FishingPole,884,1,,EquippableTool,FishingPole,,Skin_Mar2023_FishingPole,,false
Skin_Mar2023_AzothStaff,885,1,,EquippableTool,AzothStaff,,Skin_Mar2023_AzothStaff,,false
Skin_Mar2023_LoggingAxe,886,1,,EquippableTool,LoggingAxe,,Skin_Mar2023_LoggingAxe,,false
Skin_Mar2023_Pickaxe,887,1,,EquippableTool,Pickaxe,,Skin_Mar2023_Pickaxe,,false
Skin_Mar2023_Sickle,888,1,,EquippableTool,Sickle,,Skin_Mar2023_Sickle,,false
Skin_Mar2023_SkinningKnife,889,1,,EquippableTool,SkinningKnife,,Skin_Mar2023_SkinningKnife,,false
Skin_Chest_Feb2023_OmensWinterOwl,890,1,,EquippableChest,,,Skin_Chest_Feb2023_OmensWinterOwl,OmensWinter1,false
Skin_Head_Feb2023_OmensWinterOwl,891,1,,EquippableHead,,,Skin_Head_Feb2023_OmensWinterOwl,OmensWinter1,false
Skin_Legs_Feb2023_OmensWinterOwl,892,1,,EquippableLegs,,,Skin_Legs_Feb2023_OmensWinterOwl,OmensWinter1,false
Skin_Feet_Feb2023_OmensWinterOwl,893,1,,EquippableFeet,,,Skin_Feet_Feb2023_OmensWinterOwl,OmensWinter1,false
Skin_Hands_Feb2023_OmensWinterOwl,894,1,,EquippableHands,,,Skin_Hands_Feb2023_OmensWinterOwl,OmensWinter1,false
Skin_Chest_Feb2023_OmensWinterCat,895,1,,EquippableChest,,,Skin_Chest_Feb2023_OmensWinterCat,OmensWinter2,false
Skin_Head_Feb2023_OmensWinterCat,896,1,,EquippableHead,,,Skin_Head_Feb2023_OmensWinterCat,OmensWinter2,false
Skin_Legs_Feb2023_OmensWinterCat,897,1,,EquippableLegs,,,Skin_Legs_Feb2023_OmensWinterCat,OmensWinter2,false
Skin_Feet_Feb2023_OmensWinterCat,898,1,,EquippableFeet,,,Skin_Feet_Feb2023_OmensWinterCat,OmensWinter2,false
Skin_Hands_Feb2023_OmensWinterCat,899,1,,EquippableHands,,,Skin_Hands_Feb2023_OmensWinterCat,OmensWinter2,false
Skin_Spear_Feb2023,900,1,,EquippableTwoHand,Spear,,Skin_Spear_Feb2023,,false
Skin_Lifestaff_Feb2023,901,1,,EquippableMainHand,LifeStaff,,Skin_Lifestaff_Feb2023,,false
Skin_ShieldT_Feb2023,902,1,,EquippableOffHand,Shield,,Skin_ShieldT_Feb2023,,false
Skin_Hatchet_Feb2023,903,1,,EquippableMainHand,Hatchet,,Skin_Hatchet_Feb2023,,false
Skin_Chest_Seasons1Cowboy,904,1,,EquippableChest,,,Skin_Chest_Seasons1Cowboy,,false
Skin_Head_Seasons1Cowboy,905,1,,EquippableHead,,,Skin_Head_Seasons1Cowboy,,false
Skin_Legs_Seasons1Cowboy,906,1,,EquippableLegs,,,Skin_Legs_Seasons1Cowboy,,false
Skin_Feet_Seasons1Cowboy,907,1,,EquippableFeet,,,Skin_Feet_Seasons1Cowboy,,false
Skin_Hands_Seasons1Cowboy,908,1,,EquippableHands,,,Skin_Hands_Seasons1Cowboy,,false
Skin_SilverCrowsFire_SkinningKnife,909,1,,EquippableTool,SkinningKnife,,Skin_SilverCrowsFire_SkinningKnife,,false
Skin_SilverCrowsFire_Sickle,910,1,,EquippableTool,Sickle,,Skin_SilverCrowsFire_Sickle,,false
Skin_SilverCrowsFire_Pickaxe,911,1,,EquippableTool,Pickaxe,,Skin_SilverCrowsFire_Pickaxe,,false
Skin_SilverCrowsFire_LoggingAxe,912,1,,EquippableTool,LoggingAxe,,Skin_SilverCrowsFire_LoggingAxe,,false
Skin_SilverCrowsFire_FishingPole,913,1,,EquippableTool,FishingPole,,Skin_SilverCrowsFire_FishingPole,,false
Skin_SilverCrowsFire_AzothScepter,914,1,,EquippableTool,AzothStaff,,Skin_SilverCrowsFire_AzothScepter,,false
Skin_Mask_RabbitSeason,915,1,,EquippableHead,,,Skin_Mask_RabbitSeason,,false
Skin_Chest_Seasons1Deluxe,916,1,,EquippableChest,,,Skin_Chest_Seasons1Deluxe,,false
Skin_Head_Seasons1Deluxe,917,1,,EquippableHead,,,Skin_Head_Seasons1Deluxe,,false
Skin_Legs_Seasons1Deluxe,918,1,,EquippableLegs,,,Skin_Legs_Seasons1Deluxe,,false
Skin_Feet_Seasons1Deluxe,919,1,,EquippableFeet,,,Skin_Feet_Seasons1Deluxe,,false
Skin_Hands_Seasons1Deluxe,920,1,,EquippableHands,,,Skin_Hands_Seasons1Deluxe,,false
Skin_Chest_Victorian_Spring,921,1,,EquippableChest,,,Skin_Chest_Victorian_Spring,,false
Skin_Head_Victorian_Spring,922,1,,EquippableHead,,,Skin_Head_Victorian_Spring,,false
Skin_Legs_Victorian_Spring,923,1,,EquippableLegs,,,Skin_Legs_Victorian_Spring,,false
Skin_Feet_Victorian_Spring,924,1,,EquippableFeet,,,Skin_Feet_Victorian_Spring,,false
Skin_Hands_Victorian_Spring,925,1,,EquippableHands,,,Skin_Hands_Victorian_Spring,,false
Skin_Mar2023_DrumsFirelightT5,926,1,,EquippableTool,InstrumentDrums,,Skin_Mar2023_DrumsFirelightT5,,false
Skin_Mar2023_GuitarFirelightT5,927,1,,EquippableTool,InstrumentGuitar,,Skin_Mar2023_GuitarFirelightT5,,false
Skin_Mar2023_URBassFirelightT5,928,1,,EquippableTool,InstrumentUprightBass,,Skin_Mar2023_URBassFirelightT5,,false
Skin_Chest_SkyeAIC,929,1,,EquippableChest,,,Skin_Chest_SkyeAIC,SkyeAIC,false
Skin_Head_SkyeAIC,930,1,,EquippableHead,,,Skin_Head_SkyeAIC,SkyeAIC,false
Skin_Feet_SkyeAIC,931,1,,EquippableFeet,,,Skin_Feet_SkyeAIC,SkyeAIC,false
Skin_Hands_SkyeAIC,932,1,,EquippableHands,,,Skin_Hands_SkyeAIC,SkyeAIC,false
Skin_Legs_SkyeAIC,933,1,,EquippableLegs,,,Skin_Legs_SkyeAIC,SkyeAIC,false
Skin_Chest_LBClear_Forge,934,1,,EquippableChest,,,Skin_Chest_LBClear_Forge,,false
Skin_Chest_Rank1_LBClear_Forge,935,1,,EquippableChest,,,Skin_Chest_Rank1_LBClear_Forge,,false
Skin_Chest_LBScore_Forge,936,1,,EquippableChest,,,Skin_Chest_LBScore_Forge,,false
Skin_Chest_Rank1_LBScore_Forge,937,1,,EquippableChest,,,Skin_Chest_Rank1_LBScore_Forge,,false
Skin_Head_SandwormHat,938,1,,EquippableHead,,,Skin_Head_SandwormHat,,false
Skin_Chest_RimaAIC,939,1,,EquippableChest,,,Skin_Chest_RimaAIC,RimaAIC,false
Skin_Head_RimaAIC,940,1,,EquippableHead,,,Skin_Head_RimaAIC,RimaAIC,false
Skin_Feet_RimaAIC,941,1,,EquippableFeet,,,Skin_Feet_RimaAIC,RimaAIC,false
Skin_Hands_RimaAIC,942,1,,EquippableHands,,,Skin_Hands_RimaAIC,RimaAIC,false
Skin_Legs_RimaAIC,943,1,,EquippableLegs,,,Skin_Legs_RimaAIC,RimaAIC,false
Skin_Chest_MalekAIC,944,1,,EquippableChest,,,Skin_Chest_MalekAIC,MalekAIC,false
Skin_Feet_MalekAIC,946,1,,EquippableFeet,,,Skin_Feet_MalekAIC,MalekAIC,false
Skin_Hands_MalekAIC,947,1,,EquippableHands,,,Skin_Hands_MalekAIC,MalekAIC,false
Skin_Legs_MalekAIC,948,1,,EquippableLegs,,,Skin_Legs_MalekAIC,MalekAIC,false
Skin_Chest_femBardMT5,949,1,,EquippableChest,,,Skin_Chest_femBardMT5,femBardMT5,false
Skin_Head_femBardMT5,950,1,,EquippableHead,,,Skin_Head_femBardMT5,femBardMT5,false
Skin_Feet_femBardMT5,951,1,,EquippableFeet,,,Skin_Feet_femBardMT5,femBardMT5,false
Skin_Hands_femBardMT5,952,1,,EquippableHands,,,Skin_Hands_femBardMT5,femBardMT5,false
Skin_Legs_femBardMT5,953,1,,EquippableLegs,,,Skin_Legs_femBardMT5,femBardMT5,false
Skin_Chest_Apr2023_HighwaymanPrickleRust,954,1,,EquippableChest,,,Skin_Chest_Apr2023_HighwaymanPrickleRust,HighwaymanPrickleRust,false
Skin_Head_Apr2023_HighwaymanPrickleRust,955,1,,EquippableHead,,,Skin_Head_Apr2023_HighwaymanPrickleRust,HighwaymanPrickleRust,false
Skin_Legs_Apr2023_HighwaymanPrickleRust,956,1,,EquippableLegs,,,Skin_Legs_Apr2023_HighwaymanPrickleRust,HighwaymanPrickleRust,false
Skin_Feet_Apr2023_HighwaymanPrickleRust,957,1,,EquippableFeet,,,Skin_Feet_Apr2023_HighwaymanPrickleRust,HighwaymanPrickleRust,false
Skin_Hands_Apr2023_HighwaymanPrickleRust,958,1,,EquippableHands,,,Skin_Hands_Apr2023_HighwaymanPrickleRust,HighwaymanPrickleRust,false
Skin_Chest_Apr2023_HighwaymanTricorn,959,1,,EquippableChest,,,Skin_Chest_Apr2023_HighwaymanTricorn,HighwaymanTricorn,false
Skin_Head_Apr2023_HighwaymanTricorn,960,1,,EquippableHead,,,Skin_Head_Apr2023_HighwaymanTricorn,HighwaymanTricorn,false
Skin_Legs_Apr2023_HighwaymanTricorn,961,1,,EquippableLegs,,,Skin_Legs_Apr2023_HighwaymanTricorn,HighwaymanTricorn,false
Skin_Feet_Apr2023_HighwaymanTricorn,962,1,,EquippableFeet,,,Skin_Feet_Apr2023_HighwaymanTricorn,HighwaymanTricorn,false
Skin_Hands_Apr2023_HighwaymanTricorn,963,1,,EquippableHands,,,Skin_Hands_Apr2023_HighwaymanTricorn,HighwaymanTricorn,false
Skin_FemWarriorHT2_Chest,964,1,,EquippableChest,,,Skin_FemWarriorHT2_Chest,FemWarriorHT2,false
Skin_FemWarriorHT2_Head,965,1,,EquippableHead,,,Skin_FemWarriorHT2_Head,FemWarriorHT2,false
Skin_FemWarriorHT2_Legs,966,1,,EquippableLegs,,,Skin_FemWarriorHT2_Legs,FemWarriorHT2,false
Skin_FemWarriorHT2_Feet,967,1,,EquippableFeet,,,Skin_FemWarriorHT2_Feet,FemWarriorHT2,false
Skin_FemWarriorHT2_Gloves,968,1,,EquippableHands,,,Skin_FemWarriorHT2_Gloves,FemWarriorHT2,false
Skin_Apr2023_Musket,969,1,,EquippableTwoHand,Musket,,Skin_Apr2023_Musket,,false
Skin_Apr2023_Rapier,970,1,,EquippableMainHand,Rapier,,Skin_Apr2023_Rapier,,false
Skin_Apr2023_IceGauntlet,971,1,,EquippableMainHand,IceMagic,,Skin_Apr2023_IceGauntlet,,false
Skin_Gryphon_Mask,972,1,,EquippableHead,,,Skin_Gryphon_Mask,,false
Skin_Gryphon1_Chest,973,1,,EquippableChest,,,Skin_Gryphon1_Chest,Gryphon1,false
Skin_Gryphon1_Legs,974,1,,EquippableLegs,,,Skin_Gryphon1_Legs,Gryphon1,false
Skin_Gryphon1_Feet,975,1,,EquippableFeet,,,Skin_Gryphon1_Feet,Gryphon1,false
Skin_Gryphon1_Gloves,976,1,,EquippableHands,,,Skin_Gryphon1_Gloves,Gryphon1,false
Skin_Gryphon2_Chest,977,1,,EquippableChest,,,Skin_Gryphon2_Chest,Gryphon2,false
Skin_Gryphon2_Legs,978,1,,EquippableLegs,,,Skin_Gryphon2_Legs,Gryphon2,false
Skin_Gryphon2_Feet,979,1,,EquippableFeet,,,Skin_Gryphon2_Feet,Gryphon2,false
Skin_Gryphon2_Gloves,980,1,,EquippableHands,,,Skin_Gryphon2_Gloves,Gryphon2,false
Skin_Gryphon3_Chest,981,1,,EquippableChest,,,Skin_Gryphon3_Chest,Gryphon3,false
Skin_Gryphon3_Legs,982,1,,EquippableLegs,,,Skin_Gryphon3_Legs,Gryphon3,false
Skin_Gryphon3_Feet,983,1,,EquippableFeet,,,Skin_Gryphon3_Feet,Gryphon3,false
Skin_Gryphon3_Gloves,984,1,,EquippableHands,,,Skin_Gryphon3_Gloves,Gryphon3,false
Skin_Chest_Apr2023_HighwaymanCapelet,985,1,,EquippableChest,,,Skin_Chest_Apr2023_HighwaymanCapelet,HighwaymanCapelet,false
Skin_Head_Apr2023_HighwaymanCapelet,986,1,,EquippableHead,,,Skin_Head_Apr2023_HighwaymanCapelet,HighwaymanCapelet,false
Skin_Legs_Apr2023_HighwaymanCapelet,987,1,,EquippableLegs,,,Skin_Legs_Apr2023_HighwaymanCapelet,HighwaymanCapelet,false
Skin_Feet_Apr2023_HighwaymanCapelet,988,1,,EquippableFeet,,,Skin_Feet_Apr2023_HighwaymanCapelet,HighwaymanCapelet,false
Skin_Hands_Apr2023_HighwaymanCapelet,989,1,,EquippableHands,,,Skin_Hands_Apr2023_HighwaymanCapelet,HighwaymanCapelet,false
Skin_Head_Apr2023_HighwaymanCapeletMask,990,1,,EquippableHead,,,Skin_Head_Apr2023_HighwaymanCapeletMask,HighwaymanCapelet,false
Skin_Head_Apr2023_HighwaymanCapeletHat,991,1,,EquippableHead,,,Skin_Head_Apr2023_HighwaymanCapeletHat,HighwaymanCapelet,false
Skin_Chest_Apr2023_HighwaymanCollar,992,1,,EquippableChest,,,Skin_Chest_Apr2023_HighwaymanCollar,HighwaymanCollar,false
Skin_Head_Apr2023_HighwaymanCollar,993,1,,EquippableHead,,,Skin_Head_Apr2023_HighwaymanCollar,HighwaymanCollar,false
Skin_Legs_Apr2023_HighwaymanCollar,994,1,,EquippableLegs,,,Skin_Legs_Apr2023_HighwaymanCollar,HighwaymanCollar,false
Skin_Feet_Apr2023_HighwaymanCollar,995,1,,EquippableFeet,,,Skin_Feet_Apr2023_HighwaymanCollar,HighwaymanCollar,false
Skin_Hands_Apr2023_HighwaymanCollar,996,1,,EquippableHands,,,Skin_Hands_Apr2023_HighwaymanCollar,HighwaymanCollar,false
Skin_Apr2023_ShieldT,997,1,,EquippableOffHand,Shield,,Skin_Apr2023_ShieldT,,false
Skin_Apr2023_Hatchet,998,1,,EquippableMainHand,Hatchet,,Skin_Apr2023_Hatchet,,false
Skin_Apr2023_WarHammer,999,1,,EquippableTwoHand,2HHammer,,Skin_Apr2023_WarHammer,,false
Skin_Chest_MedievalHistoric_HounSkull,1000,1,,EquippableChest,,,Skin_Chest_MedievalHistoric_HounSkull,HounSkull,false
