VariantID,StartMesh,Mass,StartMeshLOD,Play_Falling_SFX,Stop_Falling_SFX,Play_Sliding_SFX,X_Sliding_SFX,Y_Sliding_SFX,Z_Sliding_SFX,CutMaterial
PoplarTree_Full_e_super01_cuttrunk,Objects\Nature\Veg_Trees\Trees_Forest\Poplar\jav_fst_poplartree_cuttrunk_e.cgf,500,90,Play_Gather_TreeFall_Small,Stop_Gather_TreeFall_Small,Play_Slide_Tree_Small,0,0,3,Objects\Nature\Veg_Trees\Trees_Forest\Poplar\JAV_Fst_PoplarTree_A_super01_mat_Cut.mtl
PoplarTree_a_super01_thincut,Objects\Nature\Veg_Trees\Trees_Forest\Poplar\jav_fst_poplartree_thincut_a.cgf,1000,70,Play_Gather_TreeFall_Med,Stop_Gather_TreeFall_Med,Play_Slide_Tree_Med,0,0,12,Objects\Nature\Veg_Trees\Trees_Forest\Poplar\JAV_Fst_PoplarTree_A_super01_mat_Cut.mtl
PoplarTree_b_super01_thincut,Objects\Nature\Veg_Trees\Trees_Forest\Poplar\jav_fst_poplartree_thincut_b.cgf,1000,65,Play_Gather_TreeFall_Med,Stop_Gather_TreeFall_Med,Play_Slide_Tree_Med,0.5,0,6,Objects\Nature\Veg_Trees\Trees_Forest\Poplar\JAV_Fst_PoplarTree_A_super01_mat_Cut.mtl
PoplarTree_c_super01_thincut,Objects\Nature\Veg_Trees\Trees_Forest\Poplar\jav_fst_poplartree_thincut_c.cgf,1000,60,Play_Gather_TreeFall_Med,Stop_Gather_TreeFall_Med,Play_Slide_Tree_Med,-0.8,0,6,Objects\Nature\Veg_Trees\Trees_Forest\Poplar\JAV_Fst_PoplarTree_A_super01_mat_Cut.mtl
WyrdwoodTree_a_cuttrunk,Objects\Nature\Veg_Trees\Trees_Forest\Beech\jav_fst_beechtree_cuttrunk_a.cgf,2000,50,Play_Gather_TreeFall_Big,Stop_Gather_TreeFall_Big,Play_Slide_Tree_Hvy,0,0,7,Objects\Nature\Veg_Trees\Trees_Forest\Beech\jav_fst_wyrdwood_mat_cut.mtl
WyrdwoodTree_b_cuttrunk,Objects\Nature\Veg_Trees\Trees_Forest\Beech\jav_fst_beechtree_cuttrunk_b.cgf,1000,60,Play_Gather_TreeFall_Med,Stop_Gather_TreeFall_Med,Play_Slide_Tree_Med,0,0,6,Objects\Nature\Veg_Trees\Trees_Forest\Beech\jav_fst_wyrdwood_mat_cut.mtl
WyrdwoodTree_ba_cuttrunk,Objects\Nature\Veg_Trees\Trees_Forest\Beech\jav_fst_beechtree_cuttrunk_ba.cgf,1000,55,Play_Gather_TreeFall_Med,Stop_Gather_TreeFall_Med,Play_Slide_Tree_Med,0,-1,4,Objects\Nature\Veg_Trees\Trees_Forest\Beech\jav_fst_wyrdwood_mat_cut.mtl
WyrdwoodTree_ca_cuttrunk,Objects\Nature\Veg_Trees\Trees_Forest\Beech\jav_fst_beechtree_cuttrunk_ca.cgf,1000,55,Play_Gather_TreeFall_Small,Stop_Gather_TreeFall_Small,Play_Slide_Tree_Small,0,1,4,Objects\Nature\Veg_Trees\Trees_Forest\Beech\jav_fst_wyrdwood_mat_cut.mtl
WyrdwoodTree_cb_cuttrunk,Objects\Nature\Veg_Trees\Trees_Forest\Beech\jav_fst_beechtree_cuttrunk_cb.cgf,1000,50,Play_Gather_TreeFall_Small,Stop_Gather_TreeFall_Small,Play_Slide_Tree_Small,0.5,0,4,Objects\Nature\Veg_Trees\Trees_Forest\Beech\jav_fst_wyrdwood_mat_cut.mtl
WyrdwoodTree_cc_cuttrunk,Objects\Nature\Veg_Trees\Trees_Forest\Beech\jav_fst_beechtree_cuttrunk_cc.cgf,1000,45,Play_Gather_TreeFall_Small,Stop_Gather_TreeFall_Small,Play_Slide_Tree_Small,0.5,-1,2.5,Objects\Nature\Veg_Trees\Trees_Forest\Beech\jav_fst_wyrdwood_mat_cut.mtl
WyrdwoodTree_cd_cuttrunk,Objects\Nature\Veg_Trees\Trees_Forest\Beech\jav_fst_beechtree_cuttrunk_cd.cgf,1000,50,Play_Gather_TreeFall_Small,Stop_Gather_TreeFall_Small,Play_Slide_Tree_Small,-1,-0.5,3,Objects\Nature\Veg_Trees\Trees_Forest\Beech\jav_fst_wyrdwood_mat_cut.mtl
WyrdwoodTree_d_cuttrunk,Objects\Nature\Veg_Trees\Trees_Forest\Beech\jav_fst_beechtree_cuttrunk_d.cgf,500,50,Play_Gather_TreeFall_Small,Stop_Gather_TreeFall_Small,Play_Slide_Tree_Small,0,0,3,Objects\Nature\Veg_Trees\Trees_Forest\Beech\jav_fst_wyrdwood_mat_cut.mtl
WyrdwoodTree_e_cuttrunk,Objects\Nature\Veg_Trees\Trees_Forest\Beech\jav_fst_beechtree_cuttrunk_e.cgf,100,50,Play_Gather_TreeFall_Small,Stop_Gather_TreeFall_Small,Play_Slide_Tree_Small,0,0,1.5,Objects\Nature\Veg_Trees\Trees_Forest\Beech\jav_fst_wyrdwood_mat_cut.mtl
IronwoodTree_a_cuttrunk,Objects\Nature\Veg_Trees\Trees_Forest\Beech\jav_fst_beechtree_cuttrunk_a.cgf,2000,50,Play_Gather_TreeFall_Big,Stop_Gather_TreeFall_Big,Play_Slide_Tree_Hvy,0,0,7,Objects\Nature\Veg_Trees\Trees_Forest\Beech\JAV_Fst_Ironwood_mat_cut.mtl
IronwoodTree_b_cuttrunk,Objects\Nature\Veg_Trees\Trees_Forest\Beech\jav_fst_beechtree_cuttrunk_b.cgf,1000,60,Play_Gather_TreeFall_Med,Stop_Gather_TreeFall_Med,Play_Slide_Tree_Med,0,0,6,Objects\Nature\Veg_Trees\Trees_Forest\Beech\JAV_Fst_Ironwood_mat_cut.mtl
IronwoodTree_ba_cuttrunk,Objects\Nature\Veg_Trees\Trees_Forest\Beech\jav_fst_beechtree_cuttrunk_ba.cgf,1000,55,Play_Gather_TreeFall_Med,Stop_Gather_TreeFall_Med,Play_Slide_Tree_Med,0,-1,4,Objects\Nature\Veg_Trees\Trees_Forest\Beech\JAV_Fst_Ironwood_mat_cut.mtl
IronwoodTree_ca_cuttrunk,Objects\Nature\Veg_Trees\Trees_Forest\Beech\jav_fst_beechtree_cuttrunk_ca.cgf,1000,55,Play_Gather_TreeFall_Small,Stop_Gather_TreeFall_Small,Play_Slide_Tree_Small,0,1,4,Objects\Nature\Veg_Trees\Trees_Forest\Beech\JAV_Fst_Ironwood_mat_cut.mtl
IronwoodTree_cb_cuttrunk,Objects\Nature\Veg_Trees\Trees_Forest\Beech\jav_fst_beechtree_cuttrunk_cb.cgf,1000,50,Play_Gather_TreeFall_Small,Stop_Gather_TreeFall_Small,Play_Slide_Tree_Small,0.5,0,4,Objects\Nature\Veg_Trees\Trees_Forest\Beech\JAV_Fst_Ironwood_mat_cut.mtl
IronwoodTree_cc_cuttrunk,Objects\Nature\Veg_Trees\Trees_Forest\Beech\jav_fst_beechtree_cuttrunk_cc.cgf,1000,45,Play_Gather_TreeFall_Small,Stop_Gather_TreeFall_Small,Play_Slide_Tree_Small,0.5,-1,2.5,Objects\Nature\Veg_Trees\Trees_Forest\Beech\JAV_Fst_Ironwood_mat_cut.mtl
IronwoodTree_cd_cuttrunk,Objects\Nature\Veg_Trees\Trees_Forest\Beech\jav_fst_beechtree_cuttrunk_cd.cgf,1000,50,Play_Gather_TreeFall_Small,Stop_Gather_TreeFall_Small,Play_Slide_Tree_Small,-1,-0.5,3,Objects\Nature\Veg_Trees\Trees_Forest\Beech\JAV_Fst_Ironwood_mat_cut.mtl
IronwoodTree_d_cuttrunk,Objects\Nature\Veg_Trees\Trees_Forest\Beech\jav_fst_beechtree_cuttrunk_d.cgf,500,50,Play_Gather_TreeFall_Small,Stop_Gather_TreeFall_Small,Play_Slide_Tree_Small,0,0,3,Objects\Nature\Veg_Trees\Trees_Forest\Beech\JAV_Fst_Ironwood_mat_cut.mtl
IronwoodTree_e_cuttrunk,Objects\Nature\Veg_Trees\Trees_Forest\Beech\jav_fst_beechtree_cuttrunk_e.cgf,100,50,Play_Gather_TreeFall_Small,Stop_Gather_TreeFall_Small,Play_Slide_Tree_Small,0,0,1.5,Objects\Nature\Veg_Trees\Trees_Forest\Beech\JAV_Fst_Ironwood_mat_cut.mtl
GreyMangroveTree_a_cuttrunk,Objects\Nature\Veg_Trees\Trees_Coast\GreyMangrove\jav_cst_greymangrove_cuttrunk_a.cgf,1000,70,Play_Gather_TreeFall_Med,Stop_Gather_TreeFall_Med,Play_Slide_Tree_Med,0,0,10,Objects\Nature\Veg_Trees\Trees_Coast\GreyMangrove\GreyMangrove_mat_Cut.mtl
GreyMangroveTree_b_cuttrunk,Objects\Nature\Veg_Trees\Trees_Coast\GreyMangrove\jav_cst_greymangrove_cuttrunk_b.cgf,1000,65,Play_Gather_TreeFall_Med,Stop_Gather_TreeFall_Med,Play_Slide_Tree_Med,0,0,10,Objects\Nature\Veg_Trees\Trees_Coast\GreyMangrove\GreyMangrove_mat_Cut.mtl
GreyMangroveTree_c_cuttrunk,Objects\Nature\Veg_Trees\Trees_Coast\GreyMangrove\jav_cst_greymangrove_cuttrunk_c.cgf,1000,60,Play_Gather_TreeFall_Med,Stop_Gather_TreeFall_Med,Play_Slide_Tree_Med,0,0,10,Objects\Nature\Veg_Trees\Trees_Coast\GreyMangrove\GreyMangrove_mat_Cut.mtl
GreyMangroveTree_d_cuttrunk,Objects\Nature\Veg_Trees\Trees_Coast\GreyMangrove\jav_cst_greymangrove_cuttrunk_d.cgf,1000,65,Play_Gather_TreeFall_Med,Stop_Gather_TreeFall_Med,Play_Slide_Tree_Med,0,0,10,Objects\Nature\Veg_Trees\Trees_Coast\GreyMangrove\GreyMangrove_mat_Cut.mtl
GreyMangroveTree_e_cuttrunk,Objects\Nature\Veg_Trees\Trees_Coast\GreyMangrove\jav_cst_greymangrove_cuttrunk_e.cgf,1000,60,Play_Gather_TreeFall_Med,Stop_Gather_TreeFall_Med,Play_Slide_Tree_Med,0,0,10,Objects\Nature\Veg_Trees\Trees_Coast\GreyMangrove\GreyMangrove_mat_Cut.mtl
BananaTree_a_cuttrunk,Objects\Nature\Veg_Trees\Trees_Coast\BananaPlant\jav_cst_bananaplant_cuttrunk_a.cgf,1000,70,Play_Gather_TreeFall_Med,Stop_Gather_TreeFall_Med,Play_Slide_Tree_Med,0,0,10,Objects\Nature\Veg_Trees\Trees_Coast\BananaPlant\BananaPlant_mat_Cut.mtl
BananaTree_b_cuttrunk,Objects\Nature\Veg_Trees\Trees_Coast\BananaPlant\jav_cst_bananaplant_cuttrunk_b.cgf,1000,65,Play_Gather_TreeFall_Med,Stop_Gather_TreeFall_Med,Play_Slide_Tree_Med,0,0,10,Objects\Nature\Veg_Trees\Trees_Coast\BananaPlant\BananaPlant_mat_Cut.mtl
BananaTree_c_cuttrunk,Objects\Nature\Veg_Trees\Trees_Coast\BananaPlant\jav_cst_bananaplant_cuttrunk_c.cgf,1000,60,Play_Gather_TreeFall_Med,Stop_Gather_TreeFall_Med,Play_Slide_Tree_Med,0,0,10,Objects\Nature\Veg_Trees\Trees_Coast\BananaPlant\BananaPlant_mat_Cut.mtl
LaurelFigTree_a_cuttrunk,Objects\Nature\Veg_Trees\Trees_Forest\Beech\jav_fst_beechtree_cuttrunk_a.cgf,2000,50,Play_Gather_TreeFall_Big,Stop_Gather_TreeFall_Big,Play_Slide_Tree_Hvy,0,0,7,Objects\Nature\Veg_Trees\Trees_Coast\LaurelFig\JAV_Cst_LaurelFig_A_mat_Cut.mtl
LaurelFigTree_b_cuttrunk,Objects\Nature\Veg_Trees\Trees_Forest\Beech\jav_fst_beechtree_cuttrunk_b.cgf,1000,60,Play_Gather_TreeFall_Med,Stop_Gather_TreeFall_Med,Play_Slide_Tree_Med,0,0,6,Objects\Nature\Veg_Trees\Trees_Coast\LaurelFig\JAV_Cst_LaurelFig_A_mat_Cut.mtl
LaurelFigTree_ba_cuttrunk,Objects\Nature\Veg_Trees\Trees_Forest\Beech\jav_fst_beechtree_cuttrunk_ba.cgf,1000,55,Play_Gather_TreeFall_Med,Stop_Gather_TreeFall_Med,Play_Slide_Tree_Med,0,-1,4,Objects\Nature\Veg_Trees\Trees_Coast\LaurelFig\JAV_Cst_LaurelFig_A_mat_Cut.mtl
LaurelFigTree_ca_cuttrunk,Objects\Nature\Veg_Trees\Trees_Forest\Beech\jav_fst_beechtree_cuttrunk_ca.cgf,1000,55,Play_Gather_TreeFall_Small,Stop_Gather_TreeFall_Small,Play_Slide_Tree_Small,0,1,4,Objects\Nature\Veg_Trees\Trees_Coast\LaurelFig\JAV_Cst_LaurelFig_A_mat_Cut.mtl
LaurelFigTree_cb_cuttrunk,Objects\Nature\Veg_Trees\Trees_Forest\Beech\jav_fst_beechtree_cuttrunk_cb.cgf,1000,50,Play_Gather_TreeFall_Small,Stop_Gather_TreeFall_Small,Play_Slide_Tree_Small,0.5,0,4,Objects\Nature\Veg_Trees\Trees_Coast\LaurelFig\JAV_Cst_LaurelFig_A_mat_Cut.mtl
LaurelFigTree_cc_cuttrunk,Objects\Nature\Veg_Trees\Trees_Forest\Beech\jav_fst_beechtree_cuttrunk_cc.cgf,1000,45,Play_Gather_TreeFall_Small,Stop_Gather_TreeFall_Small,Play_Slide_Tree_Small,0.5,-1,2.5,Objects\Nature\Veg_Trees\Trees_Coast\LaurelFig\JAV_Cst_LaurelFig_A_mat_Cut.mtl
LaurelFigTree_cd_cuttrunk,Objects\Nature\Veg_Trees\Trees_Forest\Beech\jav_fst_beechtree_cuttrunk_cd.cgf,1000,50,Play_Gather_TreeFall_Small,Stop_Gather_TreeFall_Small,Play_Slide_Tree_Small,-1,-0.5,3,Objects\Nature\Veg_Trees\Trees_Coast\LaurelFig\JAV_Cst_LaurelFig_A_mat_Cut.mtl
LaurelFigTree_d_cuttrunk,Objects\Nature\Veg_Trees\Trees_Forest\Beech\jav_fst_beechtree_cuttrunk_d.cgf,500,50,Play_Gather_TreeFall_Small,Stop_Gather_TreeFall_Small,Play_Slide_Tree_Small,0,0,3,Objects\Nature\Veg_Trees\Trees_Coast\LaurelFig\JAV_Cst_LaurelFig_A_mat_Cut.mtl
LaurelFigTree_e_cuttrunk,Objects\Nature\Veg_Trees\Trees_Forest\Beech\jav_fst_beechtree_cuttrunk_e.cgf,100,50,Play_Gather_TreeFall_Small,Stop_Gather_TreeFall_Small,Play_Slide_Tree_Small,0,0,1.5,Objects\Nature\Veg_Trees\Trees_Coast\LaurelFig\JAV_Cst_LaurelFig_A_mat_Cut.mtl
BaldCypressTree_a_cuttrunk,Objects\Nature\Veg_Trees\Trees_Swamp\BaldCypress\jav_smp_baldcypresstree_cuttrunk_a.cgf,50000,175,Play_Gather_TreeFall_Big,Stop_Gather_TreeFall_Big,Play_Slide_Tree_Hvy,0,0,7,Objects\Nature\Veg_Trees\Trees_Swamp\BaldCypress\JAV_Smp_BaldCypress_A_mat_Cut.mtl
BaldCypressTree_b_cuttrunk,Objects\Nature\Veg_Trees\Trees_Swamp\BaldCypress\jav_smp_baldcypresstree_cuttrunk_b.cgf,50000,150,Play_Gather_TreeFall_Big,Stop_Gather_TreeFall_Big,Play_Slide_Tree_Hvy,0,0,6,Objects\Nature\Veg_Trees\Trees_Swamp\BaldCypress\JAV_Smp_BaldCypress_A_mat_Cut.mtl
BaldCypressTree_c_cuttrunk,Objects\Nature\Veg_Trees\Trees_Swamp\BaldCypress\jav_smp_baldcypresstree_cuttrunk_c.cgf,8000,145,Play_Gather_TreeFall_Big,Stop_Gather_TreeFall_Big,Play_Slide_Tree_Hvy,0,-1,4,Objects\Nature\Veg_Trees\Trees_Swamp\BaldCypress\JAV_Smp_BaldCypress_A_mat_Cut.mtl
BaldCypressTree_d_cuttrunk,Objects\Nature\Veg_Trees\Trees_Swamp\BaldCypress\jav_smp_baldcypresstree_cuttrunk_d.cgf,8000,130,Play_Gather_TreeFall_Med,Stop_Gather_TreeFall_Med,Play_Slide_Tree_Med,0,1,4,Objects\Nature\Veg_Trees\Trees_Swamp\BaldCypress\JAV_Smp_BaldCypress_A_mat_Cut.mtl
BaldCypressTree_e_cuttrunk,Objects\Nature\Veg_Trees\Trees_Swamp\BaldCypress\jav_smp_baldcypresstree_cuttrunk_e.cgf,4000,145,Play_Gather_TreeFall_Med,Stop_Gather_TreeFall_Med,Play_Slide_Tree_Med,0.5,0,4,Objects\Nature\Veg_Trees\Trees_Swamp\BaldCypress\JAV_Smp_BaldCypress_A_mat_Cut.mtl
BaldCypressTree_f_cuttrunk,Objects\Nature\Veg_Trees\Trees_Swamp\BaldCypress\jav_smp_baldcypresstree_cuttrunk_f.cgf,2000,100,Play_Gather_TreeFall_Small,Stop_Gather_TreeFall_Small,Play_Slide_Tree_Small,0,0,3,Objects\Nature\Veg_Trees\Trees_Swamp\BaldCypress\JAV_Smp_BaldCypress_A_mat_Cut.mtl
BaldCypressTree_g_cuttrunk,Objects\Nature\Veg_Trees\Trees_Swamp\BaldCypress\jav_smp_baldcypresstree_cuttrunk_g.cgf,1000,105,Play_Gather_TreeFall_Small,Stop_Gather_TreeFall_Small,Play_Slide_Tree_Small,0,0,1.5,Objects\Nature\Veg_Trees\Trees_Swamp\BaldCypress\JAV_Smp_BaldCypress_A_mat_Cut.mtl
BaldCypressTree_a_fall01_cuttrunk,Objects\Nature\Veg_Trees\Trees_Swamp\BaldCypress\jav_smp_baldcypresstree_cuttrunk_a.cgf,50000,175,Play_Gather_TreeFall_Big,Stop_Gather_TreeFall_Big,Play_Slide_Tree_Hvy,0,0,7,Objects\Nature\Veg_Trees\Trees_Swamp\BaldCypress\JAV_Smp_BaldCypress_A_Fall01_mat_Cut.mtl
BaldCypressTree_b_fall01_cuttrunk,Objects\Nature\Veg_Trees\Trees_Swamp\BaldCypress\jav_smp_baldcypresstree_cuttrunk_b.cgf,50000,150,Play_Gather_TreeFall_Big,Stop_Gather_TreeFall_Big,Play_Slide_Tree_Hvy,0,0,6,Objects\Nature\Veg_Trees\Trees_Swamp\BaldCypress\JAV_Smp_BaldCypress_A_Fall01_mat_Cut.mtl
BaldCypressTree_c_fall01_cuttrunk,Objects\Nature\Veg_Trees\Trees_Swamp\BaldCypress\jav_smp_baldcypresstree_cuttrunk_c.cgf,8000,145,Play_Gather_TreeFall_Big,Stop_Gather_TreeFall_Big,Play_Slide_Tree_Hvy,0,-1,4,Objects\Nature\Veg_Trees\Trees_Swamp\BaldCypress\JAV_Smp_BaldCypress_A_Fall01_mat_Cut.mtl
BaldCypressTree_d_fall01_cuttrunk,Objects\Nature\Veg_Trees\Trees_Swamp\BaldCypress\jav_smp_baldcypresstree_cuttrunk_d.cgf,8000,130,Play_Gather_TreeFall_Med,Stop_Gather_TreeFall_Med,Play_Slide_Tree_Med,0,1,4,Objects\Nature\Veg_Trees\Trees_Swamp\BaldCypress\JAV_Smp_BaldCypress_A_Fall01_mat_Cut.mtl
BaldCypressTree_e_fall01_cuttrunk,Objects\Nature\Veg_Trees\Trees_Swamp\BaldCypress\jav_smp_baldcypresstree_cuttrunk_e.cgf,4000,145,Play_Gather_TreeFall_Med,Stop_Gather_TreeFall_Med,Play_Slide_Tree_Med,0.5,0,4,Objects\Nature\Veg_Trees\Trees_Swamp\BaldCypress\JAV_Smp_BaldCypress_A_Fall01_mat_Cut.mtl
BaldCypressTree_f_fall01_cuttrunk,Objects\Nature\Veg_Trees\Trees_Swamp\BaldCypress\jav_smp_baldcypresstree_cuttrunk_f.cgf,2000,100,Play_Gather_TreeFall_Small,Stop_Gather_TreeFall_Small,Play_Slide_Tree_Small,0,0,3,Objects\Nature\Veg_Trees\Trees_Swamp\BaldCypress\JAV_Smp_BaldCypress_A_Fall01_mat_Cut.mtl
BaldCypressTree_g_fall01_cuttrunk,Objects\Nature\Veg_Trees\Trees_Swamp\BaldCypress\jav_smp_baldcypresstree_cuttrunk_g.cgf,1000,105,Play_Gather_TreeFall_Small,Stop_Gather_TreeFall_Small,Play_Slide_Tree_Small,0,0,1.5,Objects\Nature\Veg_Trees\Trees_Swamp\BaldCypress\JAV_Smp_BaldCypress_A_Fall01_mat_Cut.mtl
BaldCypressTree_a_wint01_cuttrunk,Objects\Nature\Veg_Trees\Trees_Swamp\BaldCypress\jav_smp_baldcypresstree_cuttrunk_a.cgf,50000,175,Play_Gather_TreeFall_Big,Stop_Gather_TreeFall_Big,Play_Slide_Tree_Hvy,0,0,7,Objects\Nature\Veg_Trees\Trees_Swamp\BaldCypress\JAV_Smp_BaldCypress_A_Wint01_mat_Cut.mtl
BaldCypressTree_b_wint01_cuttrunk,Objects\Nature\Veg_Trees\Trees_Swamp\BaldCypress\jav_smp_baldcypresstree_cuttrunk_b.cgf,50000,150,Play_Gather_TreeFall_Big,Stop_Gather_TreeFall_Big,Play_Slide_Tree_Hvy,0,0,6,Objects\Nature\Veg_Trees\Trees_Swamp\BaldCypress\JAV_Smp_BaldCypress_A_Wint01_mat_Cut.mtl
BaldCypressTree_c_wint01_cuttrunk,Objects\Nature\Veg_Trees\Trees_Swamp\BaldCypress\jav_smp_baldcypresstree_cuttrunk_c.cgf,8000,145,Play_Gather_TreeFall_Big,Stop_Gather_TreeFall_Big,Play_Slide_Tree_Hvy,0,-1,4,Objects\Nature\Veg_Trees\Trees_Swamp\BaldCypress\JAV_Smp_BaldCypress_A_Wint01_mat_Cut.mtl
BaldCypressTree_d_wint01_cuttrunk,Objects\Nature\Veg_Trees\Trees_Swamp\BaldCypress\jav_smp_baldcypresstree_cuttrunk_d.cgf,8000,130,Play_Gather_TreeFall_Med,Stop_Gather_TreeFall_Med,Play_Slide_Tree_Med,0,1,4,Objects\Nature\Veg_Trees\Trees_Swamp\BaldCypress\JAV_Smp_BaldCypress_A_Wint01_mat_Cut.mtl
BaldCypressTree_e_wint01_cuttrunk,Objects\Nature\Veg_Trees\Trees_Swamp\BaldCypress\jav_smp_baldcypresstree_cuttrunk_e.cgf,4000,145,Play_Gather_TreeFall_Med,Stop_Gather_TreeFall_Med,Play_Slide_Tree_Med,0.5,0,4,Objects\Nature\Veg_Trees\Trees_Swamp\BaldCypress\JAV_Smp_BaldCypress_A_Wint01_mat_Cut.mtl
BaldCypressTree_f_wint01_cuttrunk,Objects\Nature\Veg_Trees\Trees_Swamp\BaldCypress\jav_smp_baldcypresstree_cuttrunk_f.cgf,2000,100,Play_Gather_TreeFall_Small,Stop_Gather_TreeFall_Small,Play_Slide_Tree_Small,0,0,3,Objects\Nature\Veg_Trees\Trees_Swamp\BaldCypress\JAV_Smp_BaldCypress_A_Wint01_mat_Cut.mtl
BaldCypressTree_g_wint01_cuttrunk,Objects\Nature\Veg_Trees\Trees_Swamp\BaldCypress\jav_smp_baldcypresstree_cuttrunk_g.cgf,1000,105,Play_Gather_TreeFall_Small,Stop_Gather_TreeFall_Small,Play_Slide_Tree_Small,0,0,1.5,Objects\Nature\Veg_Trees\Trees_Swamp\BaldCypress\JAV_Smp_BaldCypress_A_Wint01_mat_Cut.mtl
KentiaPalm_a_cuttrunk,Objects\Nature\Veg_Trees\Trees_Jungle\KentiaPalm\jav_jgl_kentiapalm_cuttrunk_a.cgf,4000,70,Play_Gather_TreeFall_Med,Stop_Gather_TreeFall_Med,Play_Slide_Tree_Med,0,0,10,Objects\Nature\Veg_Trees\Trees_Jungle\KentiaPalm\JAV_Jgl_KentiaPalm_A_mat_Cut.mtl
KentiaPalm_b_cuttrunk,Objects\Nature\Veg_Trees\Trees_Jungle\KentiaPalm\jav_jgl_kentiapalm_cuttrunk_b.cgf,3000,65,Play_Gather_TreeFall_Med,Stop_Gather_TreeFall_Med,Play_Slide_Tree_Med,0,0,10,Objects\Nature\Veg_Trees\Trees_Jungle\KentiaPalm\JAV_Jgl_KentiaPalm_A_mat_Cut.mtl
KentiaPalm_c_cuttrunk,Objects\Nature\Veg_Trees\Trees_Jungle\KentiaPalm\jav_jgl_kentiapalm_cuttrunk_c.cgf,2000,60,Play_Gather_TreeFall_Med,Stop_Gather_TreeFall_Med,Play_Slide_Tree_Med,0,0,10,Objects\Nature\Veg_Trees\Trees_Jungle\KentiaPalm\JAV_Jgl_KentiaPalm_A_mat_Cut.mtl
KentiaPalm_d_cuttrunk,Objects\Nature\Veg_Trees\Trees_Jungle\KentiaPalm\jav_jgl_kentiapalm_cuttrunk_d.cgf,1000,60,Play_Gather_TreeFall_Small,Stop_Gather_TreeFall_Small,Play_Slide_Tree_Small,0,0,10,Objects\Nature\Veg_Trees\Trees_Jungle\KentiaPalm\JAV_Jgl_KentiaPalm_A_mat_Cut.mtl
Bamboo_a_cuttrunk,Objects\Nature\Veg_Trees\Trees_Jungle\Bamboo\jav_jgl_bamboo_cuttrunk_a.cgf,4000,70,Play_Gather_TreeFall_Small,Stop_Gather_TreeFall_Small,Play_Slide_Tree_Small,0,0,10,Objects\Nature\Veg_Trees\Trees_Jungle\Bamboo\JAV_Jgl_Bamboo_A_mat_Cut.mtl
Bamboo_b_cuttrunk,Objects\Nature\Veg_Trees\Trees_Jungle\Bamboo\jav_jgl_bamboo_cuttrunk_b.cgf,1000,65,Play_Gather_TreeFall_Small,Stop_Gather_TreeFall_Small,Play_Slide_Tree_Small,0,0,10,Objects\Nature\Veg_Trees\Trees_Jungle\Bamboo\JAV_Jgl_Bamboo_A_mat_Cut.mtl
Bamboo_c_cuttrunk,Objects\Nature\Veg_Trees\Trees_Jungle\Bamboo\jav_jgl_bamboo_cuttrunk_c.cgf,500,60,Play_Gather_TreeFall_Small,Stop_Gather_TreeFall_Small,Play_Slide_Tree_Small,0,0,10,Objects\Nature\Veg_Trees\Trees_Jungle\Bamboo\JAV_Jgl_Bamboo_A_mat_Cut.mtl
Bamboo_d_cuttrunk,Objects\Nature\Veg_Trees\Trees_Jungle\Bamboo\jav_jgl_bamboo_cuttrunk_d.cgf,300,60,Play_Gather_TreeFall_Small,Stop_Gather_TreeFall_Small,Play_Slide_Tree_Small,0,0,10,Objects\Nature\Veg_Trees\Trees_Jungle\Bamboo\JAV_Jgl_Bamboo_A_mat_Cut.mtl
Bamboo_e_cuttrunk,Objects\Nature\Veg_Trees\Trees_Jungle\Bamboo\jav_jgl_bamboo_cuttrunk_e.cgf,250,60,Play_Gather_TreeFall_Small,Stop_Gather_TreeFall_Small,Play_Slide_Tree_Small,0,0,10,Objects\Nature\Veg_Trees\Trees_Jungle\Bamboo\JAV_Jgl_Bamboo_A_mat_Cut.mtl
Bamboo_f_cuttrunk,Objects\Nature\Veg_Trees\Trees_Jungle\Bamboo\jav_jgl_bamboo_cuttrunk_f.cgf,200,60,Play_Gather_TreeFall_Small,Stop_Gather_TreeFall_Small,Play_Slide_Tree_Small,0,0,10,Objects\Nature\Veg_Trees\Trees_Jungle\Bamboo\JAV_Jgl_Bamboo_A_mat_Cut.mtl
KapokTree_a_cuttrunk,Objects\Nature\Veg_Trees\Trees_Jungle\Kapok\jav_jgl_kapoktree_cuttrunk_a.cgf,50000,100,Play_Gather_TreeFall_Big,Stop_Gather_TreeFall_Big,Play_Slide_Tree_Hvy,0,0,10,Objects\Nature\Veg_Trees\Trees_Jungle\Kapok\JAV_Jgl_KapokTree_A_mat_Cut.mtl
KapokTree_b_cuttrunk,Objects\Nature\Veg_Trees\Trees_Jungle\Kapok\jav_jgl_kapoktree_cuttrunk_b.cgf,50000,100,Play_Gather_TreeFall_Big,Stop_Gather_TreeFall_Big,Play_Slide_Tree_Hvy,0,0,10,Objects\Nature\Veg_Trees\Trees_Jungle\Kapok\JAV_Jgl_KapokTree_A_mat_Cut.mtl
