TaskID,Type,FailOnCondition,StayActive,TargetQty,ItemName,ItemDropVC,ItemDropProbability,ChestDropProbability,EnforceLocationRequirement,TerritoryID,POITag,LootTag,PauseAndClearLootOnTaskComplete,AwardOnlyOnce,ShouldCheckPoints,GuranteedDropAttempts,TargetThreshold,CraftingRecipeId,CraftAnyRecipe,InteractTag,UIScreenTag,TriggerAreaType,KillEnemyType,KillEnemyWeaponID,Duration,TaskBuySellType,IsPurchaseOrEarn,IsExactMatch,UseTypeAffix,TypeAffix,UseMatAffix,MatAffix,UseMagicAffix,MagicAffix,MapMarkerMapIcon,MapMarkerTitleLocTag,MapMarkerDescriptionLocTag,MapMarkerWorldPositionX,MapMarkerWorldPositionY,MapMarkerWorldDistanceThreshold,UseLargeItemDisplay,TP_TargetTag,TP_DescriptionTag,TargetDescriptionTaskId,OverrideLocation,TP_StayComplete,IsHidden,CompletedNotificationId,GridLayout,CommunityGoalTag,HideChildren,TriggerAnalyticsEvent,SubTask1,SubTask2,SubTask3,SubTask4,SubTask5
FM_C_1164_tasks_first_container,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,FM_C_1164_leg_A_task,FM_C_1164_leg_B_task,FM_C_1164_leg_C_task,,
FM_C_1164_leg_A_task,TaskHaveAndReturnItems,,,3,FM_loot_item_10_11,,,100,1,,mine_haunted_whispering_60301,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@objective_mission_loot_chests_generic_at_POI,,,,,,,,,,,,,,
FM_C_1164_leg_B_task,TaskHaveAndReturnItems,,,3,FM_loot_item_11_11,,,100,1,,nature_cave_smugglerscove_60320,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@objective_mission_loot_chests_generic_at_POI,,,,,,,,,,,,,,
FM_C_1164_leg_C_task,TaskHaveAndReturnItems,,,8,FM_loot_item_12_11,,,100,1,,wrecked_galleon_60339,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@objective_mission_loot_chests_generic_at_POI,,,,,,,,,,,,,,
FM_C_1165_container,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FM_C_1165_tasks_first_container,M_ReturnToGiver,,,
FM_C_1165_tasks_first_container,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,FM_C_1165_leg_A_task,FM_C_1165_leg_B_task,FM_C_1165_leg_C_task,,
FM_C_1165_leg_A_task,TaskHaveAndReturnItems,,,1,FM_loot_item_13_11,,,100,1,,wolf_den_forestsouth_60322,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@objective_mission_loot_chests_generic_at_POI,,,,,,,,,,,,,,
FM_C_1165_leg_B_task,TaskHaveAndReturnItems,,,2,FM_loot_item_14_11,,,100,1,,wolf_den_forestnorth_60324,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@objective_mission_loot_chests_generic_at_POI,,,,,,,,,,,,,,
FM_C_1165_leg_C_task,TaskHaveAndReturnItems,,,1,FM_loot_item_15_11,,,100,1,,ancient_lookout_forestsouth_60307,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@objective_mission_loot_chests_generic_at_POI,,,,,,,,,,,,,,
FM_C_1166_container,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FM_C_1166_tasks_first_container,M_ReturnToGiver,,,
FM_C_1166_tasks_first_container,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,FM_C_1166_leg_A_task,FM_C_1166_leg_B_task,FM_C_1166_leg_C_task,,
FM_C_1166_leg_A_task,TaskHaveAndReturnItems,,,7,FM_loot_item_16_11,,,100,1,,shipwreck_eastbayshipwreck_60302,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@objective_mission_loot_chests_generic_at_POI,,,,,,,,,,,,,,
FM_C_1166_leg_B_task,TaskHaveAndReturnItems,,,3,FM_loot_item_17_11,,,100,1,,nature_cave_smugglerscove_60320,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@objective_mission_loot_chests_generic_at_POI,,,,,,,,,,,,,,
FM_C_1166_leg_C_task,TaskHaveAndReturnItems,,,8,FM_loot_item_18_11,,,100,1,,abandoned_homestead_highpoint_60303,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@objective_mission_loot_chests_generic_at_POI,,,,,,,,,,,,,,
FM_C_1167_container,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FM_C_1167_tasks_first_container,M_ReturnToGiver,,,
FM_C_1167_tasks_first_container,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,FM_C_1167_leg_A_task,FM_C_1167_leg_B_task,FM_C_1167_leg_C_task,,
FM_C_1167_leg_A_task,TaskHaveAndReturnItems,,,8,FM_loot_item_19_11,,,100,1,,ancient_ruins_forest_60310,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@objective_mission_loot_chests_generic_at_POI,,,,,,,,,,,,,,
FM_C_1167_leg_B_task,TaskHaveAndReturnItems,,,7,FM_loot_item_20_11,,,100,1,,ancient_lookout_highcliff,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@objective_mission_loot_chests_generic_at_POI,,,,,,,,,,,,,,
FM_C_1167_leg_C_task,TaskHaveAndReturnItems,,,7,FM_loot_item_21_11,,,100,1,,abandoned_homestead_overlook,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@objective_mission_loot_chests_generic_at_POI,,,,,,,,,,,,,,
FM_C_1168_container,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FM_C_1168_tasks_first_container,M_ReturnToGiver,,,
FM_C_1168_tasks_first_container,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,FM_C_1168_leg_A_task,FM_C_1168_leg_B_task,FM_C_1168_leg_C_task,,
FM_C_1168_leg_A_task,TaskHaveAndReturnItems,,,3,FM_loot_item_22_11,,,100,1,,ancient_ruins_woods_60316,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@objective_mission_loot_chests_generic_at_POI,,,,,,,,,,,,,,
FM_C_1168_leg_B_task,TaskHaveAndReturnItems,,,8,FM_loot_item_23_11,,,100,1,,ancient_ruins_forest_60310,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@objective_mission_loot_chests_generic_at_POI,,,,,,,,,,,,,,
FM_C_1168_leg_C_task,TaskHaveAndReturnItems,,,3,FM_loot_item_24_11,,,100,1,,ancient_ruins_mourningbridge,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@objective_mission_loot_chests_generic_at_POI,,,,,,,,,,,,,,
FM_C_1169_container,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FM_C_1169_tasks_first_container,M_ReturnToGiver,,,
FM_C_1169_tasks_first_container,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,FM_C_1169_leg_A_task,FM_C_1169_leg_B_task,FM_C_1169_leg_C_task,,
FM_C_1169_leg_A_task,TaskHaveAndReturnItems,,,3,FM_loot_item_25_11,,,100,1,,ancient_ruins_mourningbridge,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@objective_mission_loot_chests_generic_at_POI,,,,,,,,,,,,,,
FM_C_1169_leg_B_task,TaskHaveAndReturnItems,,,3,FM_loot_item_26_11,,,100,1,,crater_corruptedsettlement_60341,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@objective_mission_loot_chests_generic_at_POI,,,,,,,,,,,,,,
FM_C_1169_leg_C_task,TaskHaveAndReturnItems,,,7,FM_loot_item_27_11,,,100,1,,crater_corruptedsettlement_60338,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@objective_mission_loot_chests_generic_at_POI,,,,,,,,,,,,,,
FM_C_1170_container,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FM_C_1170_tasks_first_container,M_ReturnToGiver,,,
FM_C_1170_tasks_first_container,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,FM_C_1170_leg_A_task,FM_C_1170_leg_B_task,FM_C_1170_leg_C_task,,
FM_C_1170_leg_A_task,TaskHaveAndReturnItems,,,7,FM_loot_item_28_11,,,100,1,,ancient_watchtower_highbluff_60318,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@objective_mission_loot_chests_generic_at_POI,,,,,,,,,,,,,,
FM_C_1170_leg_B_task,TaskHaveAndReturnItems,,,10,FM_loot_item_29_11,,,100,1,,ancient_port_60336,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@objective_mission_loot_chests_generic_at_POI,,,,,,,,,,,,,,
FM_C_1170_leg_C_task,TaskHaveAndReturnItems,,,3,FM_loot_item_30_11,,,100,1,,ancient_lighthouse_60343,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@objective_mission_loot_chests_generic_at_POI,,,,,,,,,,,,,,
FM_11_PVP_ControlSpot_Marauder_container,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FM_11_PVP_ControlSpot_Marauder_first,M_ReturnToGiver,,,
FM_11_PVP_ControlSpot_Marauder_first,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@objective_task_pvp,,,,1,,,,,,FM_11_PVP_ControlSpot_Marauder_task,M_task_die_reset,,,
FM_11_PVP_ControlSpot_Marauder_task,PatrolTask,,,,,,,,1,,factionarea_60412,,1,,,,,,,,,,,,90,,,,,,,,,,,,,,,,,,@objective_mission_task_patrol_timer,,13800.87 8634.37 174.17,,,,,,,,,,,,
FM_11_PVP_PoachSpot_Marauder_container,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FM_11_PVP_PoachSpot_Marauder_first,M_ReturnToGiver,,,
FM_11_PVP_PoachSpot_Marauder_first,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@objective_task_pvp,,,,1,,,,,,FM_11_PVP_PoachSpot_Marauder_task,M_task_die_reset,,,
FM_11_PVP_PoachSpot_Marauder_task,TaskKillContribution,,,3,,,,,1,,factionarea_60413,,1,,,,,,,,,,Bobcat_11MD07,,,,,,,,,,,,,,,,,,,,@objective_mission_destroy_generic_at_POI,,13840.25 8439.96 175.13,,,,,,,,,,,,
FM_11_PVP_SpySpot_Marauder_container,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FM_11_PVP_SpySpot_Marauder_2_step_container,M_ReturnToGiver,,,
FM_11_PVP_SpySpot_Marauder_2_step_container,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@objective_task_pvp,,,,1,,,,,,FM_11_PVP_SpySpot_Marauder_first_ordie,FM_11_PVP_SpySpot_Marauder_task_ordie,,,
FM_11_PVP_SpySpot_Marauder_first_ordie,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,FM_11_PVP_SpySpot_Marauder_first,M_task_die_reset,,,
FM_11_PVP_SpySpot_Marauder_first,TaskGatherItems,,,1,FM_PVP_Marauders_item_1,PVP_0001_DeadDropGiveItem,100,,1,,factionarea_60411,,1,,,,,,,IO_PVP_0001_DeadDropGiveItem,,,,,,,,,,,,,,,,,,,,,,,@objective_mission_espionage_step_1_at_POI,,13482.9 8320.29 208.89,,,,,,,,,,,,
FM_11_PVP_SpySpot_Marauder_task_ordie,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,FM_11_PVP_SpySpot_Marauder_turnin,M_task_die_reset,,,
FM_11_PVP_SpySpot_Marauder_turnin,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,FM_11_PVP_SpySpot_Marauder_task,FM_11_PVP_SpySpot_Marauder_remove,,,
FM_11_PVP_SpySpot_Marauder_task,TaskGatherAndReturnItems,,1,1,FM_PVP_Marauders_item_2,PVP_0003_DeadDropGiveItem,100,,1,,factionarea_60413,,1,,,,,,,IO_PVP_0003_DeadDropGiveItem,,,,,,,,,,,,,,,,,,,,,,,@objective_mission_espionage_step_2_at_POI,,14039.83 8233.31 160.55,,,,,,,,,,,,
FM_11_PVP_SpySpot_Marauder_remove,TaskRemoveItem,,,1,FM_PVP_Marauders_item_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,
FM_11_PVP_PoachSpot_Syndicate_container,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FM_11_PVP_PoachSpot_Syndicate_first,M_ReturnToGiver,,,
FM_11_PVP_PoachSpot_Syndicate_first,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@objective_task_pvp,,,,1,,,,,,FM_11_PVP_PoachSpot_Syndicate_task,M_task_die_reset,,,
FM_11_PVP_PoachSpot_Syndicate_task,TaskKillContribution,,,4,,,,,1,,factionarea_60411,,1,,,,,,,,,,Elk,,,,,,,,,,,,,,,,,,,,@objective_mission_destroy_generic_at_POI,,13482.9 8320.29 208.89,,,,,,,,,,,,
FM_11_PVP_ControlSpot_Syndicate_container,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FM_11_PVP_ControlSpot_Syndicate_first,M_ReturnToGiver,,,
FM_11_PVP_ControlSpot_Syndicate_first,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@objective_task_pvp,,,,1,,,,,,FM_11_PVP_ControlSpot_Syndicate_task,M_task_die_reset,,,
FM_11_PVP_ControlSpot_Syndicate_task,PatrolTask,,,,,,,,1,,factionarea_60413,,1,,,,,,,,,,,,90,,,,,,,,,,,,,,,,,,@objective_mission_task_patrol_timer,,14039.83 8233.31 160.55,,,,,,,,,,,,
FM_11_PVP_SpySpot_Syndicate_container,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FM_11_PVP_SpySpot_Syndicate_2_step_container,M_ReturnToGiver,,,
FM_11_PVP_SpySpot_Syndicate_2_step_container,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@objective_task_pvp,,,,1,,,,,,FM_11_PVP_SpySpot_Syndicate_first_ordie,FM_11_PVP_SpySpot_Syndicate_task_ordie,,,
FM_11_PVP_SpySpot_Syndicate_first_ordie,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,FM_11_PVP_SpySpot_Syndicate_first,M_task_die_reset,,,
FM_11_PVP_SpySpot_Syndicate_first,TaskGatherItems,,,1,FM_PVP_Syndicate_item_1,PVP_0002_DeadDropGiveItem,100,,1,,factionarea_60412,,1,,,,,,,IO_PVP_0002_DeadDropGiveItem,,,,,,,,,,,,,,,,,,,,,,,@objective_mission_archive_step_1_at_POI,,13800.87 8634.37 174.17,,,,,,,,,,,,
FM_11_PVP_SpySpot_Syndicate_task_ordie,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,FM_11_PVP_SpySpot_Syndicate_turnin,M_task_die_reset,,,
FM_11_PVP_SpySpot_Syndicate_turnin,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,FM_11_PVP_SpySpot_Syndicate_task,FM_11_PVP_SpySpot_Syndicate_remove,,,
FM_11_PVP_SpySpot_Syndicate_task,TaskGatherAndReturnItems,,1,1,FM_PVP_Syndicate_item_2,PVP_0001_DeadDropGiveItem,100,,1,,factionarea_60411,,1,,,,,,,IO_PVP_0001_DeadDropGiveItem,,,,,,,,,,,,,,,,,,,,,,,@objective_mission_archive_step_2_at_POI,,13482.9 8320.29 208.89,,,,,,,,,,,,
FM_11_PVP_SpySpot_Syndicate_remove,TaskRemoveItem,,,1,FM_PVP_Syndicate_item_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,
FM_11_PVP_ControlSpot_Covenant_container,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FM_11_PVP_ControlSpot_Covenant_first,M_ReturnToGiver,,,
FM_11_PVP_ControlSpot_Covenant_first,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@objective_task_pvp,,,,1,,,,,,FM_11_PVP_ControlSpot_Covenant_task,M_task_die_reset,,,
FM_11_PVP_ControlSpot_Covenant_task,PatrolTask,,,,,,,,1,,factionarea_60411,,1,,,,,,,,,,,,90,,,,,,,,,,,,,,,,,,@objective_mission_task_patrol_timer,,13482.9 8320.29 208.89,,,,,,,,,,,,
FM_11_PVP_PoachSpot_Covenant_container,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FM_11_PVP_PoachSpot_Covenant_first,M_ReturnToGiver,,,
FM_11_PVP_PoachSpot_Covenant_first,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@objective_task_pvp,,,,1,,,,,,FM_11_PVP_PoachSpot_Covenant_task,M_task_die_reset,,,
FM_11_PVP_PoachSpot_Covenant_task,TaskRequireGatherItems,,,36,HerbT1,,100,,1,,factionarea_60412,,1,,,,,,,HerbT1,,,,,,,,,,,,,,,,,,,,,,,@objective_mission_poach_bushes_at_POI,,13800.87 8634.37 174.17,,,,,,,,,,,,
FM_11_PVP_SpySpot_Covenant_container,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FM_11_PVP_SpySpot_Covenant_2_step_container,M_ReturnToGiver,,,
FM_11_PVP_SpySpot_Covenant_2_step_container,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@objective_task_pvp,,,,1,,,,,,FM_11_PVP_SpySpot_Covenant_first_ordie,FM_11_PVP_SpySpot_Covenant_task_ordie,,,
FM_11_PVP_SpySpot_Covenant_first_ordie,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,FM_11_PVP_SpySpot_Covenant_first,M_task_die_reset,,,
FM_11_PVP_SpySpot_Covenant_first,TaskGatherItems,,,1,FM_PVP_Covenant_item_1,PVP_0003_DeadDropGiveItem,100,,1,,factionarea_60413,,1,,,,,,,IO_PVP_0003_DeadDropGiveItem,,,,,,,,,,,,,,,,,,,,,,,@objective_mission_espionage_step_1_at_POI,,14039.83 8233.31 160.55,,,,,,,,,,,,
FM_11_PVP_SpySpot_Covenant_task_ordie,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,FM_11_PVP_SpySpot_Covenant_turnin,M_task_die_reset,,,
FM_11_PVP_SpySpot_Covenant_turnin,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,FM_11_PVP_SpySpot_Covenant_task,FM_11_PVP_SpySpot_Covenant_remove,,,
FM_11_PVP_SpySpot_Covenant_task,TaskGatherAndReturnItems,,1,1,FM_PVP_Covenant_item_2,PVP_0002_DeadDropGiveItem,100,,1,,factionarea_60412,,1,,,,,,,IO_PVP_0002_DeadDropGiveItem,,,,,,,,,,,,,,,,,,,,,,,@objective_mission_espionage_step_2_at_POI,,13800.87 8634.37 174.17,,,,,,,,,,,,
FM_11_PVP_SpySpot_Covenant_remove,TaskRemoveItem,,,1,FM_PVP_Covenant_item_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,
FM_11_H_01_container,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FM_11_H_01_tasks_first_container,M_ReturnToGiver,,,
FM_11_H_01_tasks_first_container,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,FM_11_H_01_leg_A_task,FM_11_H_01_leg_B_task,FM_11_H_01_leg_C_task,,
FM_11_H_01_leg_A_task,TaskGatherAndReturnItems,,,3,FM_hunt_item_1_11,Bobcat_11MD01,100,,1,,morrowtide1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@objective_mission_hunt_generic_at_POI,,,,,,,,,,,,,,
FM_11_H_01_leg_B_task,TaskGatherAndReturnItems,,,3,FM_hunt_item_2_11,Boar_Stripped_11MD03,100,,1,,morrowtide3,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@objective_mission_hunt_generic_at_POI,,,,,,,,,,,,,,
FM_11_H_01_leg_C_task,TaskGatherAndReturnItems,,,3,FM_hunt_item_3_11,Alligator_Black_11MD02,100,,1,,morrowtide2,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@objective_mission_hunt_generic_at_POI,,12885.42 6890.09 130.6,,,,,,,,,,,,
FM_11_H_02_container,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FM_11_H_02_tasks_first_container,M_ReturnToGiver,,,
FM_11_H_02_tasks_first_container,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,FM_11_H_02_leg_A_task,FM_11_H_02_leg_B_task,FM_11_H_02_leg_C_task,,
FM_11_H_02_leg_A_task,TaskGatherAndReturnItems,,,3,FM_hunt_item_4_11,Bobcat_11MD04,100,,1,,morrowtide4,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@objective_mission_hunt_generic_at_POI,,,,,,,,,,,,,,
FM_11_H_02_leg_B_task,TaskGatherAndReturnItems,,,3,FM_hunt_item_5_11,Bear_Black_11MD06,100,,1,,morrowtide6,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@objective_mission_hunt_generic_at_POI,,,,,,,,,,,,,,
FM_11_H_02_leg_C_task,TaskGatherAndReturnItems,,,3,FM_hunt_item_6_11,Lynx_11MD08,100,,1,,morrowtide8,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@objective_mission_hunt_generic_at_POI,,,,,,,,,,,,,,
FM_11_H_03_container,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FM_11_H_03_tasks_first_container,M_ReturnToGiver,,,
FM_11_H_03_tasks_first_container,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,FM_11_H_03_leg_A_task,FM_11_H_03_leg_B_task,FM_11_H_03_leg_C_task,,
FM_11_H_03_leg_A_task,TaskGatherAndReturnItems,,,3,FM_hunt_item_7_11,Wolf_Grey_11MD09,100,,1,,morrowtide9,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@objective_mission_hunt_generic_at_POI,,12235.78 6570.27 211.89,,,,,,,,,,,,
FM_11_H_03_leg_B_task,e,,,1,FM_hunt_item_8_11,Bear_Grizzly_11MD10,100,,1,,morrowtide10,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@objective_mission_hunt_generic_at_POI,,12705.02 7622.9 337.97,,,,,,,,,,,,
FM_11_H_03_leg_C_task,TaskGatherAndReturnItems,,,3,FM_hunt_item_9_11,Elk_Stag_11MD07,100,,1,,morrowtide7,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@objective_mission_hunt_generic_at_POI,,,,,,,,,,,,,,
1124_0101_Container_OdeToAeternum,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1124_0101_01_TravelTask1,1124_0101_02_TravelTask,1124_0101_Container_OdeToAeternum2,,
1124_0101_01_TravelTask1,TaskTriggerArea,,,1,,,,,1,,,,,,,,,,,,,Enter,,,,,,,,,,,,,,,,,,,,TriggerVol_1124_Ode,@1124_TravelTo_Site1,,13226.357 6458.173 130.331,1,,,,,,,,,,,
1124_0101_02_TravelTask,TaskInteract,,,1,,,,,,,,,,,,,,,,IO_1124_VistaPoint1,,,1124_VistaPoint1_interact,,,,,,,,,,,,,,,,,,,,@1124_Ode_1,,13226.357 6458.173 130.331,1,,,,,,,,,,,
1124_0101_Container_OdeToAeternum2,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1124_0101_03_TravelTask2,1124_0101_KIllContribution1,1124_0101_04_TravelTask,1124_0101_Container_OdeToAeternum3,
1124_0101_03_TravelTask2,TaskGoToPOITag,,,,,,,,,,ancient_lookout_seaside_60305,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@1124_TravelTo_Site2,,13829.143 6640.201 153.696,1,,,,,,,,,,,
1124_0101_KIllContribution1,TaskKillContribution,,1,1,,,,,1,,ancient_lookout_seaside_60305,,,,,,,,,,,,AncientGuardian_Mage_11MD00c,,,,,,,,,,,,,,,,,,,,@1100_KillQuest_Generic,,13829.143 6640.201 153.697,,,,,,,,,,,,
1124_0101_04_TravelTask,TaskInteract,,,1,,,,,,,,,,,,,,,,IO_1124_VistaPoint2,,,1124_VistaPoint2_interact,,,,,,,,,,,,,,,,,,,,@1124_Ode_2,,13829.143 6640.201 153.697,1,,,,,,,,,,,
1124_0101_Container_OdeToAeternum3,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1124_0101_05_TravelTask3,1124_0101_KIllContribution2,1124_0101_06_TravelTask,1124_0101_Container_OdeToAeternum4,
1124_0101_05_TravelTask3,TaskGoToPOITag,,,,,,,,,,ancient_ruins_mainland_60311,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@1124_TravelTo_Site3,,13278.921 7391.850 189.030,1,,,,,,,,,,,
1124_0101_KIllContribution2,TaskKillContribution,,1,1,,,,,1,,ancient_ruins_mainland_60311,,,,,,,,,,,,AncientGuardian_Mage_11MD00c,,,,,,,,,,,,,,,,,,,,@1100_KillQuest_Generic,,13278.921 7391.850 189.030,,,,,,,,,,,,
