RecipeID,FirstCraftAchievementId,RecipeNameOverride,CraftingCategory,CraftingGroup,AdditionalFilterText,RecipeTags,DisplayIngredients,bKnownByDefault,bListedByDefault,CraftAll,IsRefining,IsProcedural,MaxPerkItemsAllowed,PerkItemsBucketPush,IsTemporary,CraftingFee,UseCraftingTax,Tradeskill,RecipeLevel,StationType1,StationType2,StationType3,StationType4,OutputQty,ItemID,SkipGrantItems,SkipGrantItemsDesc,SkipGrantItemsTitle,SkipGrantItemsBody,BaseGearScore,BaseTier,RequiredAchievementID,UnlockedAchievementID,UnlockedAchievementBlocksRecrafting,Ingredient1,Type1,Ingredient2,Type2,Ingredient3,Type3,Ingredient4,Type4,Ingredient5,Type5,Ingredient6,Type6,Ingredient7,Type7,Qty1,Qty2,Qty3,Qty4,Qty5,Qty6,Qty7,GameEventID,Game Event Validation,CooldownSeconds,CooldownQuantity,GearScoreBonus,GearScoreReduction,BonusItemChance,BonusItemChanceIncrease,BonusItemChanceDecrease,PerkCost,RequiredExpansion
DyeB100,FC_DyeB100,,Dyes,DyeGrey,@CategoryData_Dyes,,,true,true,true,true,false,,,false,37,1,Cooking,165,cooking2,,,,1,DyeB100,,,,,,,,,,WaterT1,Item,PigmentBlack,Item,PigmentWhite,Item,,,,,,,,,3,2,1,,,,,Craft_CookingT2,true,,,,,,,,,
DyeB101,FC_DyeB101,,Dyes,DyeGrey,@CategoryData_Dyes,,,true,true,true,true,false,,,false,37,1,Cooking,161,cooking2,,,,1,DyeB101,,,,,,,,,,WaterT1,Item,PigmentBlack,Item,PigmentPurple,Item,,,,,,,,,3,2,1,,,,,Craft_CookingT2,true,,,,,,,,,
DyeB102,FC_DyeB102,,Dyes,DyeGrey,@CategoryData_Dyes,,,true,true,true,true,false,,,false,37,1,Cooking,143,cooking2,,,,1,DyeB102,,,,,,,,,,WaterT1,Item,PigmentBlack,Item,PigmentOrange,Item,,,,,,,,,3,2,1,,,,,Craft_CookingT2,true,,,,,,,,,
DyeB103,FC_DyeB103,,Dyes,DyeGrey,@CategoryData_Dyes,,,true,true,true,true,false,,,false,37,1,Cooking,89,cooking2,,,,1,DyeB103,,,,,,,,,,WaterT1,Item,PigmentBlack,Item,PigmentGreen,Item,,,,,,,,,3,2,1,,,,,Craft_CookingT2,true,,,,,,,,,
DyeB104,FC_DyeB104,,Dyes,DyeGrey,@CategoryData_Dyes,,,true,true,true,true,false,,,false,37,1,Cooking,45,cooking2,,,,1,DyeB104,,,,,,,,,,WaterT1,Item,PigmentBlack,Item,PigmentBrown,Item,,,,,,,,,3,2,1,,,,,Craft_CookingT2,true,,,,,,,,,
DyeB105,FC_DyeB105,,Dyes,DyeGrey,@CategoryData_Dyes,,,true,true,true,true,false,,,false,37,1,Cooking,67,cooking2,,,,1,DyeB105,,,,,,,,,,WaterT1,Item,PigmentBlack,Item,PigmentMagenta,Item,,,,,,,,,3,2,1,,,,,Craft_CookingT2,true,,,,,,,,,
DyeB106,FC_DyeB106,,Dyes,DyeGrey,@CategoryData_Dyes,,,true,true,true,true,false,,,false,37,1,Cooking,159,cooking2,,,,1,DyeB106,,,,,,,,,,WaterT1,Item,PigmentBlack,Item,PigmentCyan,Item,,,,,,,,,3,2,1,,,,,Craft_CookingT2,true,,,,,,,,,
DyeB107,FC_DyeB107,,Dyes,DyeBrown,@CategoryData_Dyes,,,true,true,true,true,false,,,false,37,1,Cooking,141,cooking2,,,,1,DyeB107,,,,,,,,,,WaterT1,Item,PigmentBrown,Item,PigmentBlack,Item,,,,,,,,,3,2,1,,,,,Craft_CookingT2,true,,,,,,,,,
DyeB108,FC_DyeB108,,Dyes,DyeBrown,@CategoryData_Dyes,,,true,true,true,true,false,,,false,37,1,Cooking,127,cooking2,,,,1,DyeB108,,,,,,,,,,WaterT1,Item,PigmentBrown,Item,PigmentPurple,Item,,,,,,,,,3,2,1,,,,,Craft_CookingT2,true,,,,,,,,,
DyeB109,FC_DyeB109,,Dyes,DyeBrown,@CategoryData_Dyes,,,true,true,true,true,false,,,false,37,1,Cooking,109,cooking2,,,,1,DyeB109,,,,,,,,,,WaterT1,Item,PigmentBrown,Item,PigmentCyan,Item,,,,,,,,,3,2,1,,,,,Craft_CookingT2,true,,,,,,,,,
DyeB110,FC_DyeB110,,Dyes,DyeBrown,@CategoryData_Dyes,,,true,true,true,true,false,,,false,37,1,Cooking,91,cooking2,,,,1,DyeB110,,,,,,,,,,WaterT1,Item,PigmentBrown,Item,PigmentOrange,Item,,,,,,,,,3,2,1,,,,,Craft_CookingT2,true,,,,,,,,,
DyeB111,FC_DyeB111,,Dyes,DyeBrown,@CategoryData_Dyes,,,true,true,true,true,false,,,false,37,1,Cooking,69,cooking2,,,,1,DyeB111,,,,,,,,,,WaterT1,Item,PigmentBrown,Item,PigmentTurquoise,Item,,,,,,,,,3,2,1,,,,,Craft_CookingT2,true,,,,,,,,,
DyeB112,FC_DyeB112,,Dyes,DyeBrown,@CategoryData_Dyes,,,true,true,true,true,false,,,false,37,1,Cooking,25,cooking2,,,,1,DyeB112,,,,,,,,,,WaterT1,Item,PigmentBrown,Item,PigmentMagenta,Item,,,,,,,,,3,2,1,,,,,Craft_CookingT2,true,,,,,,,,,
DyeB113,FC_DyeB113,,Dyes,DyeBrown,@CategoryData_Dyes,,,true,true,true,true,false,,,false,37,1,Cooking,47,cooking2,,,,1,DyeB113,,,,,,,,,,WaterT1,Item,PigmentBrown,Item,PigmentWhite,Item,,,,,,,,,3,2,1,,,,,Craft_CookingT2,true,,,,,,,,,
DyeB114,FC_DyeB114,,Dyes,DyeBrown,@CategoryData_Dyes,,,true,true,true,true,false,,,false,37,1,Cooking,121,cooking2,,,,1,DyeB114,,,,,,,,,,WaterT1,Item,PigmentBrown,Item,PigmentRed,Item,,,,,,,,,3,2,1,,,,,Craft_CookingT2,true,,,,,,,,,
DyeB115,FC_DyeB115,,Dyes,DyeBrown,@CategoryData_Dyes,,,true,true,true,true,false,,,false,37,1,Cooking,133,cooking2,,,,1,DyeB115,,,,,,,,,,WaterT1,Item,PigmentBrown,Item,PigmentYellow,Item,,,,,,,,,3,2,1,,,,,Craft_CookingT2,true,,,,,,,,,
DyeB116,FC_DyeB116,,Dyes,DyeRed,@CategoryData_Dyes,,,true,true,true,true,false,,,false,37,1,Cooking,163,cooking2,,,,1,DyeB116,,,,,,,,,,WaterT1,Item,PigmentRed,Item,PigmentBrown,Item,,,,,,,,,3,2,1,,,,,Craft_CookingT2,true,,,,,,,,,
DyeB117,FC_DyeB117,,Dyes,DyeRed,@CategoryData_Dyes,,,true,true,true,true,false,,,false,37,1,Cooking,111,cooking2,,,,1,DyeB117,,,,,,,,,,WaterT1,Item,PigmentRed,Item,PigmentMagenta,Item,,,,,,,,,3,2,1,,,,,Craft_CookingT2,true,,,,,,,,,
DyeB118,FC_DyeB118,,Dyes,DyeRed,@CategoryData_Dyes,,,true,true,true,true,false,,,false,37,1,Cooking,71,cooking2,,,,1,DyeB118,,,,,,,,,,WaterT1,Item,PigmentRed,Item,PigmentOrange,Item,,,,,,,,,3,2,1,,,,,Craft_CookingT2,true,,,,,,,,,
DyeB119,FC_DyeB119,,Dyes,DyeRed,@CategoryData_Dyes,,,true,true,true,true,false,,,false,37,1,Cooking,27,cooking2,,,,1,DyeB119,,,,,,,,,,WaterT1,Item,PigmentRed,Item,PigmentBrown,Item,,,,,,,,,3,2,1,,,,,Craft_CookingT2,true,,,,,,,,,
DyeB120,FC_DyeB120,,Dyes,DyeRed,@CategoryData_Dyes,,,true,true,true,true,false,,,false,37,1,Cooking,49,cooking2,,,,1,DyeB120,,,,,,,,,,WaterT1,Item,PigmentRed,Item,PigmentPurple,Item,,,,,,,,,3,2,1,,,,,Craft_CookingT2,true,,,,,,,,,
DyeB121,FC_DyeB121,,Dyes,DyeRed,@CategoryData_Dyes,,,true,true,true,true,false,,,false,37,1,Cooking,93,cooking2,,,,1,DyeB121,,,,,,,,,,WaterT1,Item,PigmentRed,Item,PigmentYellow,Item,,,,,,,,,3,2,1,,,,,Craft_CookingT2,true,,,,,,,,,
DyeB122,FC_DyeB122,,Dyes,DyeRed,@CategoryData_Dyes,,,true,true,true,true,false,,,false,37,1,Cooking,157,cooking2,,,,1,DyeB122,,,,,,,,,,WaterT1,Item,PigmentRed,Item,PigmentWhite,Item,,,,,,,,,3,2,1,,,,,Craft_CookingT2,true,,,,,,,,,
DyeB123,FC_DyeB123,,Dyes,DyeOrange,@CategoryData_Dyes,,,true,true,true,true,false,,,false,37,1,Cooking,135,cooking2,,,,1,DyeB123,,,,,,,,,,WaterT1,Item,PigmentOrange,Item,PigmentBlack,Item,,,,,,,,,3,2,1,,,,,Craft_CookingT2,true,,,,,,,,,
DyeB124,FC_DyeB124,,Dyes,DyeOrange,@CategoryData_Dyes,,,true,true,true,true,false,,,false,37,1,Cooking,113,cooking2,,,,1,DyeB124,,,,,,,,,,WaterT1,Item,PigmentOrange,Item,PigmentBrown,Item,,,,,,,,,3,2,1,,,,,Craft_CookingT2,true,,,,,,,,,
DyeB125,FC_DyeB125,,Dyes,DyeOrange,@CategoryData_Dyes,,,true,true,true,true,false,,,false,37,1,Cooking,73,cooking2,,,,1,DyeB125,,,,,,,,,,WaterT1,Item,PigmentOrange,Item,PigmentPurple,Item,,,,,,,,,3,2,1,,,,,Craft_CookingT2,true,,,,,,,,,
DyeB126,FC_DyeB126,,Dyes,DyeOrange,@CategoryData_Dyes,,,true,true,true,true,false,,,false,37,1,Cooking,29,cooking2,,,,1,DyeB126,,,,,,,,,,WaterT1,Item,PigmentOrange,Item,PigmentMagenta,Item,,,,,,,,,3,2,1,,,,,Craft_CookingT2,true,,,,,,,,,
DyeB127,FC_DyeB127,,Dyes,DyeOrange,@CategoryData_Dyes,,,true,true,true,true,false,,,false,37,1,Cooking,51,cooking2,,,,1,DyeB127,,,,,,,,,,WaterT1,Item,PigmentOrange,Item,PigmentTurquoise,Item,,,,,,,,,3,2,1,,,,,Craft_CookingT2,true,,,,,,,,,
DyeB128,FC_DyeB128,,Dyes,DyeOrange,@CategoryData_Dyes,,,true,true,true,true,false,,,false,37,1,Cooking,95,cooking2,,,,1,DyeB128,,,,,,,,,,WaterT1,Item,PigmentOrange,Item,PigmentRed,Item,,,,,,,,,3,2,1,,,,,Craft_CookingT2,true,,,,,,,,,
DyeB129,FC_DyeB129,,Dyes,DyeOrange,@CategoryData_Dyes,,,true,true,true,true,false,,,false,37,1,Cooking,123,cooking2,,,,1,DyeB129,,,,,,,,,,WaterT1,Item,PigmentOrange,Item,PigmentYellow,Item,,,,,,,,,3,2,1,,,,,Craft_CookingT2,true,,,,,,,,,
DyeB130,FC_DyeB130,,Dyes,DyeOrange,@CategoryData_Dyes,,,true,true,true,true,false,,,false,37,1,Cooking,129,cooking2,,,,1,DyeB130,,,,,,,,,,WaterT1,Item,PigmentOrange,Item,PigmentWhite,Item,,,,,,,,,3,2,1,,,,,Craft_CookingT2,true,,,,,,,,,
DyeB131,FC_DyeB131,,Dyes,DyeYellow,@CategoryData_Dyes,,,true,true,true,true,false,,,false,37,1,Cooking,145,cooking2,,,,1,DyeB131,,,,,,,,,,WaterT1,Item,PigmentYellow,Item,PigmentBlack,Item,,,,,,,,,3,2,1,,,,,Craft_CookingT2,true,,,,,,,,,
DyeB132,FC_DyeB132,,Dyes,DyeYellow,@CategoryData_Dyes,,,true,true,true,true,false,,,false,37,1,Cooking,115,cooking2,,,,1,DyeB132,,,,,,,,,,WaterT1,Item,PigmentYellow,Item,PigmentBrown,Item,,,,,,,,,3,2,1,,,,,Craft_CookingT2,true,,,,,,,,,
DyeB133,FC_DyeB133,,Dyes,DyeYellow,@CategoryData_Dyes,,,true,true,true,true,false,,,false,37,1,Cooking,75,cooking2,,,,1,DyeB133,,,,,,,,,,WaterT1,Item,PigmentYellow,Item,PigmentGreen,Item,,,,,,,,,3,2,1,,,,,Craft_CookingT2,true,,,,,,,,,
DyeB134,FC_DyeB134,,Dyes,DyeYellow,@CategoryData_Dyes,,,true,true,true,true,false,,,false,37,1,Cooking,31,cooking2,,,,1,DyeB134,,,,,,,,,,WaterT1,Item,PigmentYellow,Item,PigmentTurquoise,Item,,,,,,,,,3,2,1,,,,,Craft_CookingT2,true,,,,,,,,,
DyeB135,FC_DyeB135,,Dyes,DyeYellow,@CategoryData_Dyes,,,true,true,true,true,false,,,false,37,1,Cooking,53,cooking2,,,,1,DyeB135,,,,,,,,,,WaterT1,Item,PigmentYellow,Item,PigmentOrange,Item,,,,,,,,,3,2,1,,,,,Craft_CookingT2,true,,,,,,,,,
DyeB136,FC_DyeB136,,Dyes,DyeYellow,@CategoryData_Dyes,,,true,true,true,true,false,,,false,37,1,Cooking,97,cooking2,,,,1,DyeB136,,,,,,,,,,WaterT1,Item,PigmentYellow,Item,PigmentWhite,Item,,,,,,,,,3,2,1,,,,,Craft_CookingT2,true,,,,,,,,,
DyeB137,FC_DyeB137,,Dyes,DyeYellow,@CategoryData_Dyes,,,true,true,true,true,false,,,false,37,1,Cooking,125,cooking2,,,,1,DyeB137,,,,,,,,,,WaterT1,Item,PigmentYellow,Item,PigmentBlue,Item,,,,,,,,,3,2,1,,,,,Craft_CookingT2,true,,,,,,,,,
DyeB138,FC_DyeB138,,Dyes,DyeYellow,@CategoryData_Dyes,,,true,true,true,true,false,,,false,37,1,Cooking,131,cooking2,,,,1,DyeB138,,,,,,,,,,WaterT1,Item,PigmentYellow,Item,PigmentMagenta,Item,,,,,,,,,3,2,1,,,,,Craft_CookingT2,true,,,,,,,,,
DyeB140,FC_DyeB140,,Dyes,DyeGreen,@CategoryData_Dyes,,,true,true,true,true,false,,,false,37,1,Cooking,147,cooking2,,,,1,DyeB140,,,,,,,,,,WaterT1,Item,PigmentGreen,Item,PigmentBlack,Item,,,,,,,,,3,2,1,,,,,Craft_CookingT2,true,,,,,,,,,
DyeB141,FC_DyeB141,,Dyes,DyeGreen,@CategoryData_Dyes,,,true,true,true,true,false,,,false,37,1,Cooking,77,cooking2,,,,1,DyeB141,,,,,,,,,,WaterT1,Item,PigmentGreen,Item,PigmentBrown,Item,,,,,,,,,3,2,1,,,,,Craft_CookingT2,true,,,,,,,,,
DyeB142,FC_DyeB142,,Dyes,DyeGreen,@CategoryData_Dyes,,,true,true,true,true,false,,,false,37,1,Cooking,33,cooking2,,,,1,DyeB142,,,,,,,,,,WaterT1,Item,PigmentGreen,Item,PigmentBlue,Item,,,,,,,,,3,2,1,,,,,Craft_CookingT2,true,,,,,,,,,
DyeB143,FC_DyeB143,,Dyes,DyeGreen,@CategoryData_Dyes,,,true,true,true,true,false,,,false,37,1,Cooking,55,cooking2,,,,1,DyeB143,,,,,,,,,,WaterT1,Item,PigmentGreen,Item,PigmentOrange,Item,,,,,,,,,3,2,1,,,,,Craft_CookingT2,true,,,,,,,,,
DyeB144,FC_DyeB144,,Dyes,DyeGreen,@CategoryData_Dyes,,,true,true,true,true,false,,,false,37,1,Cooking,99,cooking2,,,,1,DyeB144,,,,,,,,,,WaterT1,Item,PigmentGreen,Item,PigmentYellow,Item,,,,,,,,,3,2,1,,,,,Craft_CookingT2,true,,,,,,,,,
DyeB145,FC_DyeB145,,Dyes,DyeGreen,@CategoryData_Dyes,,,true,true,true,true,false,,,false,37,1,Cooking,117,cooking2,,,,1,DyeB145,,,,,,,,,,WaterT1,Item,PigmentGreen,Item,PigmentTurquoise,Item,,,,,,,,,3,2,1,,,,,Craft_CookingT2,true,,,,,,,,,
DyeB147,FC_DyeB147,,Dyes,DyeTurquoise,@CategoryData_Dyes,,,true,true,true,true,false,,,false,37,1,Cooking,149,cooking2,,,,1,DyeB147,,,,,,,,,,WaterT1,Item,PigmentTurquoise,Item,PigmentGreen,Item,,,,,,,,,3,2,1,,,,,Craft_CookingT2,true,,,,,,,,,
DyeB148,FC_DyeB148,,Dyes,DyeTurquoise,@CategoryData_Dyes,,,true,true,true,true,false,,,false,37,1,Cooking,79,cooking2,,,,1,DyeB148,,,,,,,,,,WaterT1,Item,PigmentTurquoise,Item,PigmentCyan,Item,,,,,,,,,3,2,1,,,,,Craft_CookingT2,true,,,,,,,,,
DyeB149,FC_DyeB149,,Dyes,DyeTurquoise,@CategoryData_Dyes,,,true,true,true,true,false,,,false,37,1,Cooking,35,cooking2,,,,1,DyeB149,,,,,,,,,,WaterT1,Item,PigmentTurquoise,Item,PigmentPurple,Item,,,,,,,,,3,2,1,,,,,Craft_CookingT2,true,,,,,,,,,
DyeB150,FC_DyeB150,,Dyes,DyeTurquoise,@CategoryData_Dyes,,,true,true,true,true,false,,,false,37,1,Cooking,57,cooking2,,,,1,DyeB150,,,,,,,,,,WaterT1,Item,PigmentTurquoise,Item,PigmentBlue,Item,,,,,,,,,3,2,1,,,,,Craft_CookingT2,true,,,,,,,,,
DyeB151,FC_DyeB151,,Dyes,DyeTurquoise,@CategoryData_Dyes,,,true,true,true,true,false,,,false,37,1,Cooking,101,cooking2,,,,1,DyeB151,,,,,,,,,,WaterT1,Item,PigmentTurquoise,Item,PigmentYellow,Item,,,,,,,,,3,2,1,,,,,Craft_CookingT2,true,,,,,,,,,
DyeB152,FC_DyeB152,,Dyes,DyeCyan,@CategoryData_Dyes,,,true,true,true,true,false,,,false,37,1,Cooking,139,cooking2,,,,1,DyeB152,,,,,,,,,,WaterT1,Item,PigmentCyan,Item,PigmentBlue,Item,,,,,,,,,3,2,1,,,,,Craft_CookingT2,true,,,,,,,,,
DyeB153,FC_DyeB153,,Dyes,DyeCyan,@CategoryData_Dyes,,,true,true,true,true,false,,,false,37,1,Cooking,103,cooking2,,,,1,DyeB153,,,,,,,,,,WaterT1,Item,PigmentCyan,Item,PigmentBlack,Item,,,,,,,,,3,2,1,,,,,Craft_CookingT2,true,,,,,,,,,
DyeB154,FC_DyeB154,,Dyes,DyeCyan,@CategoryData_Dyes,,,true,true,true,true,false,,,false,37,1,Cooking,81,cooking2,,,,1,DyeB154,,,,,,,,,,WaterT1,Item,PigmentCyan,Item,PigmentTurquoise,Item,,,,,,,,,3,2,1,,,,,Craft_CookingT2,true,,,,,,,,,
DyeB155,FC_DyeB155,,Dyes,DyeCyan,@CategoryData_Dyes,,,true,true,true,true,false,,,false,37,1,Cooking,37,cooking2,,,,1,DyeB155,,,,,,,,,,WaterT1,Item,PigmentCyan,Item,PigmentWhite,Item,,,,,,,,,3,2,1,,,,,Craft_CookingT2,true,,,,,,,,,
DyeB156,FC_DyeB156,,Dyes,DyeCyan,@CategoryData_Dyes,,,true,true,true,true,false,,,false,37,1,Cooking,59,cooking2,,,,1,DyeB156,,,,,,,,,,WaterT1,Item,PigmentCyan,Item,PigmentWhite,Item,,,,,,,,,3,2,1,,,,,Craft_CookingT2,true,,,,,,,,,
DyeB157,FC_DyeB157,,Dyes,DyeCyan,@CategoryData_Dyes,,,true,true,true,true,false,,,false,37,1,Cooking,119,cooking2,,,,1,DyeB157,,,,,,,,,,WaterT1,Item,PigmentCyan,Item,PigmentGreen,Item,,,,,,,,,3,2,1,,,,,Craft_CookingT2,true,,,,,,,,,
DyeB158,FC_DyeB158,,Dyes,DyeBlue,@CategoryData_Dyes,,,true,true,true,true,false,,,false,37,1,Cooking,151,cooking2,,,,1,DyeB158,,,,,,,,,,WaterT1,Item,PigmentBlue,Item,PigmentPurple,Item,,,,,,,,,3,2,1,,,,,Craft_CookingT2,true,,,,,,,,,
DyeB159,FC_DyeB159,,Dyes,DyeBlue,@CategoryData_Dyes,,,true,true,true,true,false,,,false,37,1,Cooking,61,cooking2,,,,1,DyeB159,,,,,,,,,,WaterT1,Item,PigmentBlue,Item,PigmentBlack,Item,,,,,,,,,3,2,1,,,,,Craft_CookingT2,true,,,,,,,,,
DyeB160,FC_DyeB160,,Dyes,DyeBlue,@CategoryData_Dyes,,,true,true,true,true,false,,,false,37,1,Cooking,39,cooking2,,,,1,DyeB160,,,,,,,,,,WaterT1,Item,PigmentBlue,Item,PigmentTurquoise,Item,,,,,,,,,3,2,1,,,,,Craft_CookingT2,true,,,,,,,,,
DyeB161,FC_DyeB161,,Dyes,DyeBlue,@CategoryData_Dyes,,,true,true,true,true,false,,,false,37,1,Cooking,83,cooking2,,,,1,DyeB161,,,,,,,,,,WaterT1,Item,PigmentBlue,Item,PigmentCyan,Item,,,,,,,,,3,2,1,,,,,Craft_CookingT2,true,,,,,,,,,
DyeB162,FC_DyeB162,,Dyes,DyeBlue,@CategoryData_Dyes,,,true,true,true,true,false,,,false,37,1,Cooking,105,cooking2,,,,1,DyeB162,,,,,,,,,,WaterT1,Item,PigmentBlue,Item,PigmentRed,Item,,,,,,,,,3,2,1,,,,,Craft_CookingT2,true,,,,,,,,,
DyeB163,FC_DyeB163,,Dyes,DyeViolet,@CategoryData_Dyes,,,true,true,true,true,false,,,false,37,1,Cooking,153,cooking2,,,,1,DyeB163,,,,,,,,,,WaterT1,Item,PigmentPurple,Item,PigmentBlack,Item,,,,,,,,,3,2,1,,,,,Craft_CookingT2,true,,,,,,,,,
DyeB164,FC_DyeB164,,Dyes,DyeViolet,@CategoryData_Dyes,,,true,true,true,true,false,,,false,37,1,Cooking,85,cooking2,,,,1,DyeB164,,,,,,,,,,WaterT1,Item,PigmentPurple,Item,PigmentBlue,Item,,,,,,,,,3,2,1,,,,,Craft_CookingT2,true,,,,,,,,,
DyeB165,FC_DyeB165,,Dyes,DyeViolet,@CategoryData_Dyes,,,true,true,true,true,false,,,false,37,1,Cooking,41,cooking2,,,,1,DyeB165,,,,,,,,,,WaterT1,Item,PigmentPurple,Item,PigmentTurquoise,Item,,,,,,,,,3,2,1,,,,,Craft_CookingT2,true,,,,,,,,,
DyeB166,FC_DyeB166,,Dyes,DyeViolet,@CategoryData_Dyes,,,true,true,true,true,false,,,false,37,1,Cooking,63,cooking2,,,,1,DyeB166,,,,,,,,,,WaterT1,Item,PigmentPurple,Item,PigmentCyan,Item,,,,,,,,,3,2,1,,,,,Craft_CookingT2,true,,,,,,,,,
DyeB168,FC_DyeB168,,Dyes,DyeMagenta,@CategoryData_Dyes,,,true,true,true,true,false,,,false,37,1,Cooking,107,cooking2,,,,1,DyeB168,,,,,,,,,,WaterT1,Item,PigmentMagenta,Item,PigmentRed,Item,,,,,,,,,3,2,1,,,,,Craft_CookingT2,true,,,,,,,,,
DyeB169,FC_DyeB169,,Dyes,DyeMagenta,@CategoryData_Dyes,,,true,true,true,true,false,,,false,37,1,Cooking,137,cooking2,,,,1,DyeB169,,,,,,,,,,WaterT1,Item,PigmentMagenta,Item,PigmentBrown,Item,,,,,,,,,3,2,1,,,,,Craft_CookingT2,true,,,,,,,,,
DyeB170,FC_DyeB170,,Dyes,DyeMagenta,@CategoryData_Dyes,,,true,true,true,true,false,,,false,37,1,Cooking,43,cooking2,,,,1,DyeB170,,,,,,,,,,WaterT1,Item,PigmentMagenta,Item,PigmentPurple,Item,,,,,,,,,3,2,1,,,,,Craft_CookingT2,true,,,,,,,,,
DyeB171,FC_DyeB171,,Dyes,DyeMagenta,@CategoryData_Dyes,,,true,true,true,true,false,,,false,37,1,Cooking,65,cooking2,,,,1,DyeB171,,,,,,,,,,WaterT1,Item,PigmentMagenta,Item,PigmentBlack,Item,,,,,,,,,3,2,1,,,,,Craft_CookingT2,true,,,,,,,,,
DyeB172,FC_DyeB172,,Dyes,DyeMagenta,@CategoryData_Dyes,,,true,true,true,true,false,,,false,37,1,Cooking,87,cooking2,,,,1,DyeB172,,,,,,,,,,WaterT1,Item,PigmentMagenta,Item,PigmentWhite,Item,,,,,,,,,3,2,1,,,,,Craft_CookingT2,true,,,,,,,,,
DyeB173,FC_DyeB173,,Dyes,DyeCyan,@CategoryData_Dyes,,,true,true,true,true,false,,,false,37,1,Cooking,87,cooking2,,,,1,DyeB173,,,,,,,,,,WaterT1,Item,PigmentGreen,Item,PigmentCyan,Item,,,,,,,,,3,2,1,,,,,Craft_CookingT2,true,,,,,,,,,
DyeB174,FC_DyeB174,,Dyes,DyeGreen,@CategoryData_Dyes,,,true,true,true,true,false,,,false,37,1,Cooking,87,cooking2,,,,1,DyeB174,,,,,,,,,,WaterT1,Item,PigmentGreen,Item,PigmentWhite,Item,,,,,,,,,3,2,1,,,,,Craft_CookingT2,true,,,,,,,,,
DyeB175,FC_DyeB175,,Dyes,DyeRed,@CategoryData_Dyes,,,true,true,true,true,false,,,false,37,1,Cooking,87,cooking2,,,,1,DyeB175,,,,,,,,,,WaterT1,Item,PigmentRed,Item,PigmentGreen,Item,,,,,,,,,3,2,1,,,,,Craft_CookingT2,true,,,,,,,,,
FoodMinerT52,FC_FoodMinerT52,,Foods,FoodTradeskill,@ui_food,,,true,true,true,true,false,,,false,2275,1,Cooking,235,cooking2,,,,1,FoodMinerT52,,,,,,,,,,TurkeyBreastT1,Item,TurkeyThighT1,Item,PotatoT1,Item,BroccoliT1,Item,ButterT1,Item,GarlicT1,Item,CookingOilT1,Item,2,2,3,3,4,2,3,Craft_CookingT52_special,true,,,,,-0.07,,,,
FoodHarvesterT52,FC_FoodHarvesterT52,,Foods,FoodTradeskill,@ui_food,,,true,true,true,true,false,,,false,2275,1,Cooking,235,cooking2,,,,1,FoodHarvesterT52,,,,,,,,,,PorkBellyT1,Item,BreadT1,Item,FlourT1,Item,ButterT1,Item,MilkT1,Item,NutmegT1,Item,PeppercornT1,Item,4,4,3,3,3,1,3,Craft_CookingT52_special,true,,,,,-0.07,,,,
FoodHunterT52,FC_FoodHunterT52,,Foods,FoodTradeskill,@ui_food,,,true,true,true,true,false,,,false,2275,1,Cooking,235,cooking2,,,,1,FoodHunterT52,,,,,,,,,,EnrichedRedMeatT5,Item,StringBeanT1,Item,CarrotT1,Item,PotatoT1,Item,OnionT1,Item,GarlicT1,Item,RosemaryT1,Item,3,4,2,2,2,3,3,Craft_CookingT52_special,true,,,,,-0.07,,,,
FoodLumberjackT52,FC_FoodLumberjackT52,,Foods,FoodTradeskill,@ui_food,,,true,true,true,true,false,,,false,2275,1,Cooking,235,cooking2,,,,1,FoodLumberjackT52,,,,,,,,,,BearFlankT1,Item,CabbageT1,Item,OnionT1,Item,ButterT1,Item,GarlicT1,Item,PeppercornT1,Item,CookingOilT1,Item,3,3,2,2,2,3,2,Craft_CookingT52_special,true,,,,,-0.07,,,,
FoodSTRT52,FC_FoodSTRT52,,Foods,FoodSTR,@ui_food,,,true,true,true,true,false,,,false,1150,1,Cooking,205,cooking2,,,,1,FoodSTRT52,,,,,,,,,,BananaT1,Item,EggT1,Item,SugarT1,Item,ButterT1,Item,FlourT1,Item,WaterT1,Item,CinnamonT1,Item,6,2,4,4,2,5,3,Craft_CookingT52_special,true,,,,,-0.07,,,,
FoodDEXT52,FC_FoodDEXT52,,Foods,FoodDEX,@ui_food,,,true,true,true,true,false,,,false,1150,1,Cooking,205,cooking2,,,,1,FoodDEXT52,,,,,,,,,,BananaT1,Item,SugarT1,Item,MilkT1,Item,HoneyT1,Item,LemonT1,Item,BlueberryT1,Item,NutmegT1,Item,6,4,3,3,2,2,3,Craft_CookingT52_special,true,,,,,-0.07,,,,
FoodINTT52,FC_FoodINTT52,,Foods,FoodINT,@ui_food,,,true,true,true,true,false,,,false,1150,1,Cooking,205,cooking2,,,,1,FoodINTT52,,,,,,,,,,BananaT1,Item,StrawberryT1,Item,BerryT1,Item,BlueberryT1,Item,AppleT1,Item,BasilT1,Item,SugarT1,Item,6,4,4,4,4,3,3,Craft_CookingT52_special,true,,,,,-0.07,,,,
